
[Name]
pp1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Turbulence Kinetic Energy [ m^2 s^-2 ], Velocity [ m s^-1 ]
-1.99999988e-01, 7.15017796e-01, 1.50896978e+00, -4.98287598e+02, 2.83689611e-02, 4.78855209e+01
-2.00000003e-01, 7.41749585e-01, 1.52896643e+00, -4.95011139e+02, 2.79643629e-02, 4.77216644e+01
-2.00000003e-01, 7.35442281e-01, 1.52928686e+00, -4.95350800e+02, 2.79836394e-02, 4.77493477e+01
-2.00000003e-01, 7.15423882e-01, 1.53171921e+00, -4.96327728e+02, 2.80093085e-02, 4.78498116e+01
-2.00000018e-01, 7.14813828e-01, 1.53394747e+00, -4.96171387e+02, 2.79801339e-02, 4.78482132e+01
-2.00000003e-01, 5.98427474e-01, 1.58698130e+00, -5.00032227e+02, 2.83629112e-02, 4.84916344e+01
-2.00000003e-01, 6.21261716e-01, 1.59329677e+00, -4.97695618e+02, 2.75746174e-02, 4.83195229e+01
-2.00000003e-01, 6.25177860e-01, 1.58198977e+00, -4.98203094e+02, 2.77461819e-02, 4.83033257e+01
-2.00000003e-01, 5.97291052e-01, 1.58161974e+00, -5.00571747e+02, 2.84459926e-02, 4.85057449e+01
-2.00000003e-01, 6.18132353e-01, 1.56043530e+00, -5.00579834e+02, 2.81420164e-02, 4.83779945e+01
-2.00000003e-01, 6.14716172e-01, 1.53409910e+00, -5.02890564e+02, 2.87114736e-02, 4.84513168e+01
-2.00000003e-01, 6.24003649e-01, 1.54999924e+00, -5.00963013e+02, 2.82868557e-02, 4.83552551e+01
-2.00000003e-01, 6.31299257e-01, 1.53104353e+00, -5.01866882e+02, 2.85129603e-02, 4.83327332e+01
-2.00000003e-01, 6.39520288e-01, 1.54058957e+00, -5.00606995e+02, 2.83168629e-02, 4.82686272e+01
-2.00000003e-01, 6.12857223e-01, 1.55266786e+00, -5.01656158e+02, 2.84526795e-02, 4.84376450e+01
-2.00000003e-01, 5.95926106e-01, 1.55669105e+00, -5.02816284e+02, 2.99890582e-02, 4.85773239e+01
-2.00000003e-01, 6.45888388e-01, 1.56030655e+00, -4.98417603e+02, 2.79827900e-02, 4.82037773e+01
-2.00000003e-01, 6.46094382e-01, 1.56872630e+00, -4.97721527e+02, 2.78371833e-02, 4.81910057e+01
-2.00000003e-01, 6.34493351e-01, 1.58577657e+00, -4.97115173e+02, 2.76336875e-02, 4.82356682e+01
-2.00000003e-01, 6.69317484e-01, 1.53851271e+00, -4.98718323e+02, 2.82035936e-02, 4.80987892e+01
-2.00000018e-01, 6.60577834e-01, 1.54204893e+00, -4.98960510e+02, 2.81765983e-02, 4.81376343e+01
-2.00000003e-01, 6.70654655e-01, 1.54705942e+00, -4.97823914e+02, 2.80537568e-02, 4.80749168e+01
-2.00000003e-01, 6.58980727e-01, 1.55720448e+00, -4.97745758e+02, 2.79562436e-02, 4.81275635e+01
-2.00000003e-01, 6.77398324e-01, 1.56104064e+00, -4.96175293e+02, 2.78081410e-02, 4.80088272e+01
-2.00000003e-01, 6.83990002e-01, 1.57320702e+00, -4.94690155e+02, 2.75777876e-02, 4.79474106e+01
-2.00000003e-01, 6.57456517e-01, 1.56795120e+00, -4.96929504e+02, 2.77867094e-02, 4.81179924e+01
-2.00000003e-01, 6.51516676e-01, 1.56629729e+00, -4.97479919e+02, 2.78498679e-02, 4.81585426e+01
-2.00000003e-01, 6.50494158e-01, 1.57173467e+00, -4.97097809e+02, 2.77647953e-02, 4.81568985e+01
-2.00000003e-01, 6.77324057e-01, 1.59830046e+00, -4.92971863e+02, 2.72349808e-02, 4.79679756e+01
-2.00000003e-01, 6.61083758e-01, 1.59701443e+00, -4.94116211e+02, 2.73296423e-02, 4.80522041e+01
-1.99999988e-01, 6.81617618e-01, 1.57892358e+00, -4.94442505e+02, 2.75134053e-02, 4.79591980e+01
-2.00000003e-01, 6.56405032e-01, 1.57407641e+00, -4.96559723e+02, 2.77099498e-02, 4.81212616e+01
-2.00000018e-01, 6.51428938e-01, 1.59396172e+00, -4.94921204e+02, 2.74068825e-02, 4.81089287e+01
-2.00000003e-01, 6.32177591e-01, 1.61358988e+00, -4.95080017e+02, 2.72618737e-02, 4.82209129e+01
-2.00000003e-01, 6.30596340e-01, 1.61375058e+00, -4.95208893e+02, 2.72648819e-02, 4.82317619e+01
-1.99999988e-01, 6.12058580e-01, 1.60067308e+00, -4.97797180e+02, 2.75218748e-02, 4.83666687e+01
-1.99999988e-01, 6.09364808e-01, 1.61808252e+00, -4.96730133e+02, 2.72792093e-02, 4.83712311e+01
-2.00000003e-01, 6.31354809e-01, 1.61488211e+00, -4.95059723e+02, 2.72468943e-02, 4.82250061e+01
-1.99999988e-01, 6.09144092e-01, 1.62248802e+00, -4.96424591e+02, 2.72201225e-02, 4.83666840e+01
-2.00000003e-01, 6.09395921e-01, 1.62684011e+00, -4.96269897e+02, 2.71472745e-02, 4.83588486e+01
-2.00000003e-01, 6.30655229e-01, 1.61654079e+00, -4.95058197e+02, 2.72226613e-02, 4.82274666e+01
-2.00000003e-01, 6.34418488e-01, 1.62397122e+00, -4.94100647e+02, 2.71096714e-02, 4.81828499e+01
-2.00000003e-01, 6.17845893e-01, 1.64273179e+00, -4.94459839e+02, 2.68768296e-02, 4.82582207e+01
-2.00000003e-01, 6.38334751e-01, 1.64273179e+00, -4.92277832e+02, 2.68356260e-02, 4.81104546e+01
-2.00000003e-01, 6.41359270e-01, 1.64066827e+00, -4.92159576e+02, 2.68425569e-02, 4.80950165e+01
-2.00000003e-01, 6.05359614e-01, 1.62547398e+00, -4.96590302e+02, 2.76973471e-02, 4.83926659e+01
-2.00000003e-01, 6.06926560e-01, 1.62289810e+00, -4.96575134e+02, 2.73918714e-02, 4.83826637e+01
-2.00000003e-01, 6.40185118e-01, 1.64273179e+00, -4.92154480e+02, 2.68238634e-02, 4.80991516e+01
-2.00000003e-01, 6.07391179e-01, 1.64273179e+00, -4.96015320e+02, 2.72356533e-02, 4.83434792e+01
-2.00000003e-01, 6.32324278e-01, 1.61485696e+00, -4.94978058e+02, 2.72436738e-02, 4.82183380e+01
-2.00000018e-01, 6.76129997e-01, 1.61494398e+00, -4.91344482e+02, 2.69963723e-02, 4.79365997e+01
-2.00000003e-01, 6.81456804e-01, 1.61686122e+00, -4.90816254e+02, 2.69433856e-02, 4.79056244e+01
-2.00000018e-01, 6.54043794e-01, 1.60619557e+00, -4.93840393e+02, 2.72235535e-02, 4.80755920e+01
-2.00000003e-01, 6.50845051e-01, 1.62329865e+00, -4.92382965e+02, 2.70040240e-02, 4.80636597e+01
-2.00000003e-01, 6.74784303e-01, 1.61980915e+00, -4.90962067e+02, 2.69360356e-02, 4.79356194e+01
-2.00000003e-01, 6.56858206e-01, 1.63430440e+00, -4.91182007e+02, 2.68163867e-02, 4.80058327e+01
-2.00000003e-01, 6.62613869e-01, 1.64273179e+00, -4.90324615e+02, 2.66803112e-02, 4.79595413e+01
-2.00000003e-01, 6.41869843e-01, 1.64273179e+00, -4.92023224e+02, 2.68150773e-02, 4.80893059e+01
-2.00000003e-01, 6.79648757e-01, 1.61906123e+00, -4.90726074e+02, 2.69223899e-02, 4.79114914e+01
-2.00000003e-01, 6.66391134e-01, 1.63645732e+00, -4.90519348e+02, 2.67372634e-02, 4.79526405e+01
-2.00000018e-01, 6.87581539e-01, 1.56818259e+00, -4.94862823e+02, 2.76365932e-02, 4.79323235e+01
-2.00000003e-01, 6.97840154e-01, 1.57218170e+00, -4.93849304e+02, 2.75144316e-02, 4.78710594e+01
-2.00000003e-01, 7.04026818e-01, 1.55362654e+00, -4.95005615e+02, 2.77311951e-02, 4.78638954e+01
-2.00000003e-01, 6.96522713e-01, 1.54427361e+00, -4.96288879e+02, 2.79095918e-02, 4.79178085e+01
-2.00000018e-01, 7.12036371e-01, 1.56642628e+00, -4.93447754e+02, 2.75111757e-02, 4.78050804e+01
-2.00000003e-01, 6.84739351e-01, 1.54356527e+00, -4.97162048e+02, 2.80020386e-02, 4.79931068e+01
-2.00000003e-01, 7.14393377e-01, 1.57780218e+00, -4.92157654e+02, 2.73330510e-02, 4.77710571e+01
-2.00000003e-01, 6.92158818e-01, 1.59860373e+00, -4.91634460e+02, 2.71221641e-02, 4.78646965e+01
-2.00000003e-01, 6.88218594e-01, 1.57963812e+00, -4.93792084e+02, 2.74539441e-02, 4.79126358e+01
-2.00000003e-01, 7.06247091e-01, 1.59353518e+00, -4.91195190e+02, 2.71360949e-02, 4.77916145e+01
-2.00000003e-01, 7.37191617e-01, 1.55583370e+00, -4.92858734e+02, 2.75709443e-02, 4.77033234e+01
-2.00000003e-01, 7.35104799e-01, 1.55673027e+00, -4.92912903e+02, 2.75659449e-02, 4.77120399e+01
-2.00000003e-01, 7.36775398e-01, 1.55530071e+00, -4.92940186e+02, 2.75815818e-02, 4.77065659e+01
-2.00000003e-01, 7.37440467e-01, 1.55671978e+00, -4.92751617e+02, 2.75554862e-02, 4.77003708e+01
-2.00000003e-01, 7.37419188e-01, 1.55203605e+00, -4.93192322e+02, 2.76281945e-02, 4.77080040e+01
-2.00000003e-01, 7.32454717e-01, 1.55090594e+00, -4.93591675e+02, 2.76618879e-02, 4.77348824e+01
-2.00000003e-01, 7.37442255e-01, 1.55519211e+00, -4.92908600e+02, 2.75802054e-02, 4.77032433e+01
-2.00000003e-01, 7.13381469e-01, 1.53754425e+00, -4.95936066e+02, 2.79316138e-02, 4.78492584e+01
-1.99999988e-01, 7.16152668e-01, 1.56892192e+00, -4.92947479e+02, 2.74550002e-02, 4.77824631e+01
-2.00000003e-01, 7.30191946e-01, 1.57940924e+00, -4.91040466e+02, 2.72427481e-02, 4.77038422e+01
-1.99999988e-01, 7.17725515e-01, 1.59414482e+00, -4.90265564e+02, 2.70848852e-02, 4.77187157e+01
-2.00000003e-01, 7.43888140e-01, 1.58633161e+00, -4.89412781e+02, 2.70749908e-02, 4.76252708e+01
-2.00000003e-01, 7.27790892e-01, 1.58755815e+00, -4.90209595e+02, 2.71206573e-02, 4.76831551e+01
-1.99999988e-01, 7.01838195e-01, 1.61694348e+00, -4.89063232e+02, 2.68059690e-02, 4.77691154e+01
-2.00000003e-01, 7.05585718e-01, 1.61932564e+00, -4.88562500e+02, 2.67591700e-02, 4.77418175e+01
-2.00000003e-01, 7.02172875e-01, 1.62285173e+00, -4.88527954e+02, 2.67234277e-02, 4.77551804e+01
-2.00000003e-01, 6.81486964e-01, 1.62068820e+00, -4.90485504e+02, 2.68911682e-02, 4.78978539e+01
-2.00000003e-01, 7.07389355e-01, 1.61274743e+00, -4.89118866e+02, 2.68442836e-02, 4.77448959e+01
-2.00000018e-01, 7.09515452e-01, 1.62773919e+00, -4.87535645e+02, 2.66190134e-02, 4.77031326e+01
-2.00000003e-01, 6.89400256e-01, 1.64273179e+00, -4.88238464e+02, 2.65170448e-02, 4.77965775e+01
-2.00000003e-01, 7.10445702e-01, 1.64273167e+00, -4.86389160e+02, 2.64092796e-02, 4.76716042e+01
-2.00000003e-01, 7.18333304e-01, 1.64273179e+00, -4.85663422e+02, 2.63769366e-02, 4.76238480e+01
-1.99999988e-01, 6.71521842e-01, 1.64273179e+00, -4.89732300e+02, 2.66257040e-02, 4.79111443e+01
-2.00000003e-01, 7.32558608e-01, 1.62053573e+00, -4.86555542e+02, 2.66480763e-02, 4.76022224e+01
-2.00000003e-01, 7.38673031e-01, 1.60175014e+00, -4.88157043e+02, 2.68850438e-02, 4.76183167e+01
-2.00000003e-01, 7.23842323e-01, 1.60901856e+00, -4.88272552e+02, 2.68434491e-02, 4.76611824e+01
-2.00000003e-01, 7.43538499e-01, 1.61828279e+00, -4.86137512e+02, 2.66471580e-02, 4.75579453e+01
-2.00000003e-01, 7.55269408e-01, 1.61094415e+00, -4.86311218e+02, 2.67255604e-02, 4.75223961e+01
-2.00000003e-01, 7.45071530e-01, 1.59150898e+00, -4.88918274e+02, 2.70139743e-02, 4.76134529e+01
-2.00000003e-01, 7.60427594e-01, 1.61821353e+00, -4.85127136e+02, 2.65854746e-02, 4.74833298e+01
-2.00000003e-01, 7.53381908e-01, 1.63225543e+00, -4.84455841e+02, 2.64083184e-02, 4.74865074e+01
-1.99999988e-01, 7.45407462e-01, 1.63620293e+00, -4.84570557e+02, 2.63745859e-02, 4.75140572e+01
-2.00000003e-01, 7.25368500e-01, 1.62007618e+00, -4.86994263e+02, 2.66858824e-02, 4.76307411e+01
-2.00000003e-01, 7.40138888e-01, 1.59015822e+00, -4.89329285e+02, 2.70464886e-02, 4.76383286e+01
-2.00000003e-01, 7.23340094e-01, 1.63245642e+00, -4.86076782e+02, 2.65040770e-02, 4.76170807e+01
-2.00000003e-01, 7.33784199e-01, 1.64273179e+00, -4.84665405e+02, 2.63179000e-02, 4.75505257e+01
-2.00000018e-01, 7.49771893e-01, 1.64273179e+00, -4.83738037e+02, 2.62681097e-02, 4.74803581e+01
-1.99999988e-01, 7.80264676e-01, 1.41054177e+00, -5.03178040e+02, 2.98089217e-02, 4.77412262e+01
-2.00000003e-01, 7.73483515e-01, 1.42157269e+00, -5.02620239e+02, 2.96416394e-02, 4.77503777e+01
-2.00000003e-01, 7.66729236e-01, 1.41048992e+00, -5.03876038e+02, 2.98621375e-02, 4.77973061e+01
-2.00000003e-01, 7.51206040e-01, 1.41903448e+00, -5.03912292e+02, 2.97650155e-02, 4.78492279e+01
-2.00000003e-01, 7.44286418e-01, 1.41736317e+00, -5.04363434e+02, 2.98183132e-02, 4.78792763e+01
-2.00000003e-01, 7.62600482e-01, 1.43540001e+00, -5.02063416e+02, 2.94391066e-02, 4.77757835e+01
-2.00000003e-01, 7.86689878e-01, 1.43735540e+00, -5.00740234e+02, 2.93257982e-02, 4.76810112e+01
-1.99999988e-01, 7.87264109e-01, 1.44297481e+00, -5.00231781e+02, 2.92199999e-02, 4.76704216e+01
-2.00000003e-01, 7.65128851e-01, 1.44447136e+00, -5.01165710e+02, 2.92631909e-02, 4.77525826e+01
-1.99999988e-01, 7.74725676e-01, 1.46229422e+00, -4.99186584e+02, 2.89237574e-02, 4.76868134e+01
-2.00000003e-01, 7.59856701e-01, 1.45648623e+00, -5.00432373e+02, 2.90749967e-02, 4.77611809e+01
-2.00000003e-01, 7.53462851e-01, 1.47505212e+00, -4.99251617e+02, 2.87920702e-02, 4.77557373e+01
-2.00000003e-01, 7.89722323e-01, 1.41942477e+00, -5.02035248e+02, 2.96110399e-02, 4.76924324e+01
-2.00000018e-01, 7.94598639e-01, 1.44295430e+00, -4.99964233e+02, 2.92059965e-02, 4.76437492e+01
-2.00000003e-01, 7.90755749e-01, 1.43881929e+00, -5.00453705e+02, 2.92879939e-02, 4.76636009e+01
-2.00000003e-01, 8.00178528e-01, 1.47590232e+00, -4.96903198e+02, 2.86177434e-02, 4.75681915e+01
-2.00000003e-01, 8.00203860e-01, 1.47815001e+00, -4.96703400e+02, 2.85776928e-02, 4.75642319e+01
-2.00000003e-01, 7.98679650e-01, 1.47747540e+00, -4.96821869e+02, 2.85931174e-02, 4.75710068e+01
-2.00000003e-01, 7.93014348e-01, 1.40281820e+00, -5.03240417e+02, 2.99116895e-02, 4.77057037e+01
-2.00000003e-01, 8.10538888e-01, 1.39808512e+00, -5.02880402e+02, 2.99640372e-02, 4.76466103e+01
-2.00000003e-01, 8.02310288e-01, 1.41758609e+00, -5.01625946e+02, 2.96039507e-02, 4.76484947e+01
-2.00000003e-01, 8.15762281e-01, 1.39499521e+00, -5.02902588e+02, 3.00015099e-02, 4.76321564e+01
-2.00000003e-01, 8.15459728e-01, 1.41681266e+00, -5.01180847e+02, 2.95882709e-02, 4.76051826e+01
-2.00000003e-01, 8.33502769e-01, 1.41340959e+00, -5.00679382e+02, 2.95795910e-02, 4.75459366e+01
-1.99999988e-01, 7.94920564e-01, 1.43277407e+00, -5.00723541e+02, 2.93682627e-02, 4.76560898e+01
-2.00000003e-01, 8.16367865e-01, 1.43065226e+00, -5.00020905e+02, 2.93338262e-02, 4.75836906e+01
-2.00000003e-01, 8.27764630e-01, 1.43142676e+00, -4.99467377e+02, 2.92753354e-02, 4.75423851e+01
-2.00000003e-01, 8.24114144e-01, 1.43815041e+00, -4.99134827e+02, 2.91852430e-02, 4.75461159e+01
-2.00000003e-01, 7.89191961e-01, 1.45735490e+00, -4.99040588e+02, 2.89774742e-02, 4.76415977e+01
-2.00000003e-01, 8.02952528e-01, 1.45340991e+00, -4.98779724e+02, 2.90024728e-02, 4.75973320e+01
-2.00000003e-01, 8.15915704e-01, 1.44376922e+00, -4.99044067e+02, 2.91248709e-02, 4.75679092e+01
-2.00000003e-01, 8.27394009e-01, 1.44963503e+00, -4.98111450e+02, 2.89942622e-02, 4.75176010e+01
-1.99999988e-01, 8.29539895e-01, 1.46570969e+00, -4.96641174e+02, 2.87034102e-02, 4.74841042e+01
-1.99999988e-01, 8.22025359e-01, 1.46239650e+00, -4.97291687e+02, 2.87980661e-02, 4.75149841e+01
-1.99999988e-01, 8.02786827e-01, 1.47698009e+00, -4.96712982e+02, 2.85924226e-02, 4.75571823e+01
-2.00000003e-01, 7.73449481e-01, 1.47914374e+00, -4.97878235e+02, 2.86611579e-02, 4.76693802e+01
-2.00000003e-01, 7.54995286e-01, 1.48143744e+00, -4.98650940e+02, 2.86858864e-02, 4.77409706e+01
-2.00000003e-01, 7.74551511e-01, 1.49415898e+00, -4.96523773e+02, 2.84097046e-02, 4.76406593e+01
-2.00000003e-01, 7.71195412e-01, 1.50731254e+00, -4.95428925e+02, 2.82061081e-02, 4.76306992e+01
-2.00000003e-01, 7.61118293e-01, 1.50044250e+00, -4.96679077e+02, 2.83577777e-02, 4.76867790e+01
-2.00000003e-01, 7.83822179e-01, 1.52554846e+00, -4.93155548e+02, 2.78770216e-02, 4.75521774e+01
-2.00000003e-01, 7.65523851e-01, 1.52017999e+00, -4.94510742e+02, 2.80117728e-02, 4.76338310e+01
-1.99999988e-01, 7.52084911e-01, 1.51155472e+00, -4.96125916e+02, 2.82050706e-02, 4.77077408e+01
-2.00000003e-01, 7.48709619e-01, 1.52564108e+00, -4.94947876e+02, 2.79946271e-02, 4.76980515e+01
-2.00000003e-01, 7.99616098e-01, 1.47859514e+00, -4.96692902e+02, 2.85729170e-02, 4.75659447e+01
-2.00000003e-01, 8.31037045e-01, 1.49124587e+00, -4.94275299e+02, 2.82854158e-02, 4.74385719e+01
-2.00000003e-01, 8.08295965e-01, 1.49765360e+00, -4.94602112e+02, 2.82219574e-02, 4.75026093e+01
-2.00000003e-01, 8.15398216e-01, 1.48462379e+00, -4.95507385e+02, 2.84342691e-02, 4.75022850e+01
-2.00000003e-01, 8.00506711e-01, 1.47989619e+00, -4.96536469e+02, 2.85484642e-02, 4.75601730e+01
-2.00000003e-01, 7.97558129e-01, 1.47980428e+00, -4.96685699e+02, 2.85603628e-02, 4.75723610e+01
-2.00000003e-01, 7.84444809e-01, 1.50381625e+00, -4.95215332e+02, 2.82226484e-02, 4.75877609e+01
-2.00000003e-01, 8.02496672e-01, 1.50818253e+00, -4.93969513e+02, 2.80889720e-02, 4.75070229e+01
-2.00000003e-01, 8.31919014e-01, 1.49029231e+00, -4.94320984e+02, 2.82976609e-02, 4.74372559e+01
-2.00000003e-01, 8.15813243e-01, 1.52096224e+00, -4.92085327e+02, 2.78430358e-02, 4.74344292e+01
-2.00000003e-01, 8.21187794e-01, 1.52061093e+00, -4.91841888e+02, 2.78264172e-02, 4.74156952e+01
-2.00000003e-01, 8.14698040e-01, 1.50264573e+00, -4.93861664e+02, 2.81223319e-02, 4.74735374e+01
-2.00000003e-01, 8.20589721e-01, 1.52269411e+00, -4.91687988e+02, 2.77999248e-02, 4.74138412e+01
-2.00000003e-01, 7.94726908e-01, 1.52244806e+00, -4.93001099e+02, 2.78941952e-02, 4.75172348e+01
-2.00000003e-01, 7.87129760e-01, 1.53524542e+00, -4.92176788e+02, 2.77373008e-02, 4.75241776e+01
-2.00000003e-01, 7.97386825e-01, 1.53402925e+00, -4.91801300e+02, 2.77133696e-02, 4.74912529e+01
-2.00000018e-01, 8.18254352e-01, 1.52683926e+00, -4.91421936e+02, 2.77474876e-02, 4.74168587e+01
-1.99999988e-01, 8.51696014e-01, 1.42632294e+00, -4.99056396e+02, 2.93285325e-02, 4.74709053e+01
-2.00000003e-01, 8.54350924e-01, 1.41339278e+00, -4.99961456e+02, 2.95674130e-02, 4.74777870e+01
-2.00000003e-01, 8.59618127e-01, 1.42738986e+00, -4.98724915e+02, 2.93070823e-02, 4.74446831e+01
-2.00000003e-01, 8.34638476e-01, 1.44029820e+00, -4.98552429e+02, 2.91246921e-02, 4.75090332e+01
-2.00000003e-01, 8.28537881e-01, 1.44060802e+00, -4.98761017e+02, 2.91297641e-02, 4.75274887e+01
-2.00000003e-01, 8.57213855e-01, 1.43403447e+00, -4.98276489e+02, 2.91981362e-02, 4.74434166e+01
-2.00000003e-01, 8.55078280e-01, 1.45102859e+00, -4.96837097e+02, 2.88845897e-02, 4.74255829e+01
-2.00000018e-01, 8.38968754e-01, 1.46185887e+00, -4.96649292e+02, 2.87574604e-02, 4.74604797e+01
-2.00000003e-01, 8.54246140e-01, 1.46716332e+00, -4.95563293e+02, 2.86405236e-02, 4.74032097e+01
-2.00000003e-01, 8.99956644e-01, 1.45520365e+00, -4.95207214e+02, 2.87211947e-02, 4.72955742e+01
-1.99999988e-01, 9.01590884e-01, 1.45459259e+00, -4.95218628e+02, 2.87286695e-02, 4.72920265e+01
-2.00000003e-01, 9.01440918e-01, 1.45432138e+00, -4.95247925e+02, 2.87340619e-02, 4.72928200e+01
-2.00000003e-01, 9.01696265e-01, 1.45443976e+00, -4.95228699e+02, 2.87308376e-02, 4.72919540e+01
-2.00000003e-01, 8.93115163e-01, 1.42790413e+00, -4.97510590e+02, 2.91689429e-02, 4.73524017e+01
-2.00000003e-01, 8.91878486e-01, 1.42822349e+00, -4.97534271e+02, 2.91704219e-02, 4.73550453e+01
-2.00000003e-01, 8.92198205e-01, 1.42642105e+00, -4.97660309e+02, 2.92002950e-02, 4.73569527e+01
-2.00000003e-01, 8.91137779e-01, 1.42732024e+00, -4.97626770e+02, 2.91873608e-02, 4.73587952e+01
-2.00000003e-01, 8.67617011e-01, 1.40847111e+00, -4.99849731e+02, 2.95952559e-02, 4.74454956e+01
-1.99999988e-01, 8.62665474e-01, 1.43256950e+00, -4.98236511e+02, 2.92145424e-02, 4.74264221e+01
-2.00000003e-01, 8.80128622e-01, 1.44147801e+00, -4.96908386e+02, 2.90045179e-02, 4.73606339e+01
-2.00000003e-01, 8.67786169e-01, 1.45313001e+00, -4.96242188e+02, 2.88286675e-02, 4.73844452e+01
-2.00000003e-01, 8.70506644e-01, 1.46566224e+00, -4.95042664e+02, 2.85917651e-02, 4.73584023e+01
-1.99999988e-01, 8.74530435e-01, 1.46324778e+00, -4.95132233e+02, 2.86269113e-02, 4.73505974e+01
-2.00000003e-01, 8.74306977e-01, 1.46770120e+00, -4.94749329e+02, 2.85520833e-02, 4.73438339e+01
-2.00000003e-01, 8.92790020e-01, 1.42862141e+00, -4.97467468e+02, 2.91592721e-02, 4.73519859e+01
-1.99999988e-01, 8.31536055e-01, 1.49191153e+00, -4.94191223e+02, 2.82728691e-02, 4.74358597e+01
-1.99999988e-01, 8.34002495e-01, 1.49397624e+00, -4.93917725e+02, 2.82372180e-02, 4.74237137e+01
-2.00000003e-01, 8.32094669e-01, 1.49139428e+00, -4.94226929e+02, 2.82818843e-02, 4.74353065e+01
-2.00000003e-01, 8.33542585e-01, 1.49084735e+00, -4.94232605e+02, 2.82902475e-02, 4.74311943e+01
-2.00000003e-01, 8.45540404e-01, 1.47151887e+00, -4.95479553e+02, 2.85764448e-02, 4.74236755e+01
-2.00000003e-01, 8.54033172e-01, 1.47664142e+00, -4.94837280e+02, 2.85053644e-02, 4.73884735e+01
-2.00000003e-01, 8.65268409e-01, 1.49250174e+00, -4.93291840e+02, 2.82468051e-02, 4.73356094e+01
-2.00000003e-01, 8.58108401e-01, 1.50773716e+00, -4.91989838e+02, 2.79931799e-02, 4.73265343e+01
-2.00000003e-01, 8.47817957e-01, 1.51399136e+00, -4.91567963e+02, 2.78832391e-02, 4.73422699e+01
-2.00000003e-01, 8.22463691e-01, 1.52494121e+00, -4.91428284e+02, 2.77643800e-02, 4.74049759e+01
-2.00000003e-01, 8.28898907e-01, 1.52058816e+00, -4.91593201e+02, 2.78182998e-02, 4.73900414e+01
-2.00000003e-01, 8.50704849e-01, 1.52371478e+00, -4.90544861e+02, 2.77267918e-02, 4.73178940e+01
-2.00000003e-01, 8.60296369e-01, 1.54439402e+00, -4.88254517e+02, 2.73929127e-02, 4.72587204e+01
-2.00000003e-01, 8.45698774e-01, 1.53940535e+00, -4.89310303e+02, 2.74961106e-02, 4.73146095e+01
-2.00000003e-01, 8.86098862e-01, 1.48033738e+00, -4.93261536e+02, 2.83097718e-02, 4.72901001e+01
-2.00000003e-01, 8.93967807e-01, 1.48743021e+00, -4.92386658e+02, 2.81707253e-02, 4.72551384e+01
-2.00000003e-01, 8.73914361e-01, 1.47176886e+00, -4.94431335e+02, 2.84934603e-02, 4.73389282e+01
-2.00000003e-01, 8.70146632e-01, 1.47034073e+00, -4.94694275e+02, 2.85261516e-02, 4.73518677e+01
-2.00000003e-01, 8.73845458e-01, 1.49803066e+00, -4.92527893e+02, 2.81418618e-02, 4.73030052e+01
-2.00000003e-01, 8.90467286e-01, 1.49017775e+00, -4.92350739e+02, 2.81531997e-02, 4.72632866e+01
-2.00000003e-01, 8.95206690e-01, 1.48921728e+00, -4.92205048e+02, 2.81403121e-02, 4.72495651e+01
-2.00000003e-01, 8.79733086e-01, 1.51704228e+00, -4.90377045e+02, 2.77789049e-02, 4.72482681e+01
-2.00000003e-01, 8.76712978e-01, 1.52570164e+00, -4.89564423e+02, 2.76322663e-02, 4.72407646e+01
-2.00000003e-01, 8.57802510e-01, 1.51528025e+00, -4.91060974e+02, 2.78284047e-02, 4.73067284e+01
-2.00000003e-01, 8.82235885e-01, 1.52180839e+00, -4.89732910e+02, 2.76734401e-02, 4.72291527e+01
-2.00000003e-01, 8.93234491e-01, 1.49124622e+00, -4.92059174e+02, 2.81100050e-02, 4.72507706e+01
-2.00000003e-01, 7.38788545e-01, 1.55619657e+00, -4.92736786e+02, 2.75591202e-02, 4.76958275e+01
-2.00000003e-01, 7.38640189e-01, 1.55483127e+00, -4.92872070e+02, 2.75801606e-02, 4.76983871e+01
-2.00000003e-01, 7.60961413e-01, 1.53888452e+00, -4.93023682e+02, 2.77317017e-02, 4.76197433e+01
-2.00000003e-01, 7.62424827e-01, 1.55025554e+00, -4.91897217e+02, 2.75641344e-02, 4.75932121e+01
-2.00000003e-01, 7.74849296e-01, 1.54318762e+00, -4.92034058e+02, 2.76555195e-02, 4.75587730e+01
-2.00000003e-01, 7.68941998e-01, 1.53060997e+00, -4.93374664e+02, 2.78402716e-02, 4.76012993e+01
-2.00000003e-01, 7.88091421e-01, 1.55236769e+00, -4.90526459e+02, 2.74805967e-02, 4.74934807e+01
-2.00000003e-01, 7.62821913e-01, 1.56660748e+00, -4.90358459e+02, 2.73170508e-02, 4.75690041e+01
-2.00000003e-01, 7.52213180e-01, 1.58205009e+00, -4.89428284e+02, 2.71137301e-02, 4.75989761e+01
-2.00000003e-01, 7.74638176e-01, 1.55465162e+00, -4.90975769e+02, 2.74828915e-02, 4.75435333e+01
-2.00000003e-01, 7.76622951e-01, 1.56986499e+00, -4.89332336e+02, 2.72241496e-02, 4.75131683e+01
-2.00000003e-01, 7.66956210e-01, 1.57611012e+00, -4.89124146e+02, 2.71604843e-02, 4.75371246e+01
