
[Name]
pp1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Turbulence Kinetic Energy [ m^2 s^-2 ], Velocity [ m s^-1 ]
-2.00000018e-01, 1.14999962e+00, 2.28988335e-01, -4.39500000e+02, 2.57094765e+00, 4.55094185e+01
-2.00000018e-01, 1.14782214e+00, 2.06626952e-01, -4.35623688e+02, 2.51562929e+00, 4.54417572e+01
-2.00000003e-01, 1.14450407e+00, 1.98881000e-01, -4.34394958e+02, 2.31822824e+00, 4.54617233e+01
-2.00000003e-01, 1.12909901e+00, 2.42371142e-01, -4.40999573e+02, 6.81825638e-01, 4.60919800e+01
-2.00000003e-01, 1.13006318e+00, 2.42353603e-01, -4.40976440e+02, 7.44291782e-01, 4.60728378e+01
-2.00000003e-01, 1.17196465e+00, 2.14211762e-01, -4.38346008e+02, 5.85572386e+00, 0.00000000e+00
-2.00000003e-01, 1.16402459e+00, 2.11114079e-01, -4.37916748e+02, 4.72010899e+00, 1.65907707e+01
-2.00000018e-01, 1.15810192e+00, 2.21542314e-01, -4.38991699e+02, 3.77685356e+00, 2.79260654e+01
-2.00000003e-01, 1.17196465e+00, 2.04275727e-01, -4.35859131e+02, 5.75360680e+00, 0.00000000e+00
-2.00000003e-01, 1.14756942e+00, 1.98668703e-01, -4.34337433e+02, 2.57106853e+00, 4.53760338e+01
-2.00000003e-01, 1.15183103e+00, 1.96368709e-01, -4.33636841e+02, 3.12615538e+00, 3.67593575e+01
-2.00000003e-01, 1.14343429e+00, 1.94108561e-01, -4.33660400e+02, 2.22245646e+00, 4.54734383e+01
-2.00000003e-01, 1.14737809e+00, 1.96411714e-01, -4.34067291e+02, 2.59662342e+00, 4.53336945e+01
-2.00000003e-01, 1.17196465e+00, 1.91162705e-01, -4.30604187e+02, 5.74929237e+00, 0.00000000e+00
-2.00000003e-01, 1.17196465e+00, 1.72748014e-01, -4.28041626e+02, 5.63690567e+00, 0.00000000e+00
-2.00000003e-01, 1.15983939e+00, 1.82991862e-01, -4.30857239e+02, 4.10054350e+00, 2.21377964e+01
-1.99999988e-01, 1.14967990e+00, 2.56603181e-01, -4.42500092e+02, 2.52369142e+00, 4.55717812e+01
-2.00000003e-01, 1.16391408e+00, 2.47606337e-01, -4.40250854e+02, 4.61388016e+00, 1.68414993e+01
-1.99999988e-01, 1.15420234e+00, 2.60256529e-01, -4.43473572e+02, 3.16148806e+00, 3.71580544e+01
-2.00000003e-01, 1.17196465e+00, 2.72893161e-01, -4.44401367e+02, 6.03112173e+00, 0.00000000e+00
-2.00000003e-01, 1.17196465e+00, 2.44743183e-01, -4.39033112e+02, 5.86329556e+00, 0.00000000e+00
-2.00000018e-01, 1.16845500e+00, 1.70306951e-01, -4.28232605e+02, 5.19078255e+00, 7.55782366e+00
-2.00000003e-01, 1.17196465e+00, 1.69243097e-01, -4.27847015e+02, 5.59924221e+00, 0.00000000e+00
-1.99999988e-01, 1.17196465e+00, 1.62738636e-01, -4.28996948e+02, 5.49695826e+00, 0.00000000e+00
-1.99999988e-01, 1.14988256e+00, 2.46604472e-01, -4.41338074e+02, 2.50134492e+00, 4.55790787e+01
-2.00000003e-01, 1.17196465e+00, 2.37119913e-01, -4.38889832e+02, 5.84235144e+00, 0.00000000e+00
-2.00000003e-01, 1.16951656e+00, 2.40973383e-01, -4.39086914e+02, 5.47811460e+00, 5.43503523e+00
-2.00000003e-01, 1.17196465e+00, 2.41787463e-01, -4.38828796e+02, 5.86627007e+00, 0.00000000e+00
-2.00000003e-01, 1.16263247e+00, 1.53757960e-01, -4.30678650e+02, 4.39782572e+00, 2.09840927e+01
-1.99999988e-01, 1.15169942e+00, 1.66833699e-01, -4.29637573e+02, 3.34121680e+00, 4.48480949e+01
-2.00000018e-01, 1.14844990e+00, 1.87762007e-01, -4.32749634e+02, 2.77470541e+00, 4.52217064e+01
-2.00000003e-01, 1.15054667e+00, 1.59571186e-01, -4.28589661e+02, 3.06139064e+00, 4.49309921e+01
-2.00000018e-01, 1.14742172e+00, 1.40565246e-01, -4.25515503e+02, 2.23761392e+00, 4.52820320e+01
-2.00000003e-01, 1.17196465e+00, 1.47533134e-01, -4.31120148e+02, 5.38783741e+00, 0.00000000e+00
-2.00000003e-01, 1.14600945e+00, 1.33457303e-01, -4.24520569e+02, 1.91717696e+00, 4.54128036e+01
-2.00000003e-01, 1.13562942e+00, 1.67415634e-01, -4.29723206e+02, 1.47258604e+00, 4.55351334e+01
-2.00000003e-01, 1.14287674e+00, 1.35464996e-01, -4.24787781e+02, 1.64181435e+00, 4.55147972e+01
-2.00000018e-01, 1.12700164e+00, 1.64655179e-01, -4.29394318e+02, 4.76408899e-01, 4.59164085e+01
-2.00000018e-01, 1.12635434e+00, 1.72317401e-01, -4.30406738e+02, 4.71820652e-01, 4.59389648e+01
-2.00000003e-01, 1.12443972e+00, 1.45619959e-01, -4.26770020e+02, 4.06596690e-01, 4.58784866e+01
-2.00000003e-01, 1.11805189e+00, 1.96282476e-01, -4.33967102e+02, 2.41512030e-01, 4.60512390e+01
-2.00000003e-01, 1.12822878e+00, 2.70442486e-01, -4.45383423e+02, 6.19195819e-01, 4.61793556e+01
-2.00000003e-01, 1.14410686e+00, 2.61255026e-01, -4.43458191e+02, 2.04301572e+00, 4.57417793e+01
-2.00000003e-01, 1.12944603e+00, 2.43783504e-01, -4.41228760e+02, 6.93674982e-01, 4.60945702e+01
-2.00000003e-01, 1.11906838e+00, 1.65946394e-01, -4.29401764e+02, 3.52437764e-01, 4.59381981e+01
-2.00000003e-01, 1.11376166e+00, 2.57148206e-01, -4.43372650e+02, 3.77542943e-01, 4.61845360e+01
-2.00000003e-01, 1.10171497e+00, 2.72319019e-01, -4.45786102e+02, 1.69892460e-01, 4.62542152e+01
-2.00000003e-01, 1.11077821e+00, 1.77152753e-01, -4.30930786e+02, 2.55080342e-01, 4.59787064e+01
-2.00000003e-01, 1.04215670e+00, 3.07322770e-01, -4.51428894e+02, 8.01059306e-02, 4.63513451e+01
-2.00000003e-01, 1.03663528e+00, 3.14106256e-01, -4.52420837e+02, 7.93592855e-02, 4.63727760e+01
-2.00000003e-01, 1.03810382e+00, 3.42000812e-01, -4.56849670e+02, 7.62002096e-02, 4.64512215e+01
-2.00000018e-01, 1.06327534e+00, 3.65554541e-01, -4.60467926e+02, 7.35684782e-02, 4.65029182e+01
-2.00000003e-01, 1.05687702e+00, 3.68948609e-01, -4.61008545e+02, 7.30434880e-02, 4.65138550e+01
-2.00000003e-01, 1.07362676e+00, 3.85721058e-01, -4.63418854e+02, 7.19094276e-02, 4.65543594e+01
-2.00000003e-01, 1.05723190e+00, 3.86920244e-01, -4.63686279e+02, 7.12972134e-02, 4.65621719e+01
-2.00000003e-01, 1.08659446e+00, 3.81290734e-01, -4.62594299e+02, 8.34285021e-02, 4.65506134e+01
-2.00000003e-01, 1.07508087e+00, 2.76336223e-01, -4.46532593e+02, 8.39914382e-02, 4.62568398e+01
-2.00000003e-01, 1.06280458e+00, 2.74071276e-01, -4.46239685e+02, 8.43058974e-02, 4.62524185e+01
-2.00000003e-01, 1.07215285e+00, 2.90883154e-01, -4.48688049e+02, 8.20298493e-02, 4.62933273e+01
-2.00000003e-01, 1.09584939e+00, 2.73153186e-01, -4.45940948e+02, 1.04474396e-01, 4.62638741e+01
-2.00000003e-01, 1.05309486e+00, 2.94022411e-01, -4.49411865e+02, 8.16677138e-02, 4.63089180e+01
-2.00000003e-01, 1.05665898e+00, 2.98896611e-01, -4.50110748e+02, 8.10052454e-02, 4.63204422e+01
-2.00000003e-01, 1.05351865e+00, 2.98385620e-01, -4.50108002e+02, 8.10869038e-02, 4.63207855e+01
-2.00000003e-01, 1.09867740e+00, 2.73916483e-01, -4.46021515e+02, 1.07084461e-01, 4.62676430e+01
-2.00000003e-01, 1.08380175e+00, 2.95098722e-01, -4.49172058e+02, 9.27554071e-02, 4.63115273e+01
-2.00000003e-01, 1.09759402e+00, 2.92420894e-01, -4.48738129e+02, 1.02948233e-01, 4.63132706e+01
-2.00000003e-01, 1.05268061e+00, 3.00441444e-01, -4.50416138e+02, 8.08675885e-02, 4.63265533e+01
-2.00000003e-01, 1.05487740e+00, 3.05222601e-01, -4.51117615e+02, 8.02662373e-02, 4.63379097e+01
-2.00000003e-01, 1.07626712e+00, 3.05273175e-01, -4.50759460e+02, 8.11773092e-02, 4.63324051e+01
-2.00000003e-01, 1.08155203e+00, 3.13544542e-01, -4.52002258e+02, 8.27794671e-02, 4.63560905e+01
-2.00000003e-01, 1.07070780e+00, 3.19654107e-01, -4.53074158e+02, 7.94326365e-02, 4.63724976e+01
-2.00000003e-01, 1.08321285e+00, 3.07274401e-01, -4.51060181e+02, 8.39994252e-02, 4.63416634e+01
-2.00000003e-01, 1.10659695e+00, 3.01149845e-01, -4.49999542e+02, 1.55162781e-01, 4.63403168e+01
-2.00000003e-01, 1.10853982e+00, 3.09592366e-01, -4.51278107e+02, 1.75391674e-01, 4.63608475e+01
-2.00000003e-01, 1.09555531e+00, 3.09193164e-01, -4.51276245e+02, 1.33091003e-01, 4.63537369e+01
-2.00000003e-01, 1.10496807e+00, 3.27578753e-01, -4.53968414e+02, 1.57713369e-01, 4.64159698e+01
-2.00000003e-01, 1.09617448e+00, 3.22880208e-01, -4.53308685e+02, 1.30544618e-01, 4.63971863e+01
-2.00000003e-01, 1.09790945e+00, 2.72036850e-01, -4.45742584e+02, 1.06016777e-01, 4.62618790e+01
-1.99999988e-01, 1.10343087e+00, 3.35063070e-01, -4.55172852e+02, 1.48687199e-01, 4.64360085e+01
-2.00000003e-01, 1.08939576e+00, 3.52480829e-01, -4.58110535e+02, 1.00518368e-01, 4.64688568e+01
-2.00000003e-01, 1.09842086e+00, 3.31029415e-01, -4.54573975e+02, 1.36087969e-01, 4.64213638e+01
-2.00000003e-01, 1.07923496e+00, 3.39173794e-01, -4.56072113e+02, 7.72638470e-02, 4.64260025e+01
-2.00000003e-01, 1.08225775e+00, 3.31612170e-01, -4.54858307e+02, 8.03762302e-02, 4.64049339e+01
-2.00000003e-01, 1.11504769e+00, 3.67526501e-01, -4.60253540e+02, 3.11599225e-01, 4.65128021e+01
-2.00000018e-01, 1.10495591e+00, 3.61973494e-01, -4.59506470e+02, 1.66512415e-01, 4.65132446e+01
-2.00000003e-01, 1.11656153e+00, 3.52066278e-01, -4.57943970e+02, 3.66633713e-01, 4.64587860e+01
-2.00000018e-01, 1.09297359e+00, 3.73490334e-01, -4.61332031e+02, 9.64997411e-02, 4.65317764e+01
-2.00000003e-01, 1.06895828e+00, 3.30922425e-01, -4.54876343e+02, 7.74331242e-02, 4.64029388e+01
-2.00000003e-01, 1.06565428e+00, 3.55371177e-01, -4.58835510e+02, 7.46333972e-02, 4.64743385e+01
-2.00000003e-01, 1.06807733e+00, 3.61026227e-01, -4.59722382e+02, 8.22565705e-02, 4.64922600e+01
-2.00000003e-01, 1.09544349e+00, 3.83899182e-01, -4.62824646e+02, 1.01168729e-01, 4.65639801e+01
-2.00000003e-01, 1.11531317e+00, 3.97186190e-01, -4.64082733e+02, 2.82585740e-01, 4.65884628e+01
-2.00000018e-01, 1.10739398e+00, 3.72697771e-01, -4.61045593e+02, 1.70778260e-01, 4.65462990e+01
-2.00000018e-01, 1.05988634e+00, 3.27304304e-01, -4.54337830e+02, 7.76878595e-02, 4.63934631e+01
-2.00000003e-01, 1.06129277e+00, 3.35079014e-01, -4.55557709e+02, 7.67058879e-02, 4.64145660e+01
-2.00000018e-01, 1.06051588e+00, 3.60792190e-01, -4.59718536e+02, 7.38567933e-02, 4.64898567e+01
-2.00000003e-01, 1.03803408e+00, 3.43864024e-01, -4.57145447e+02, 7.59710222e-02, 4.64565811e+01
-2.00000003e-01, 1.05138576e+00, 2.97961563e-01, -4.50059448e+02, 8.11330825e-02, 4.63212700e+01
-2.00000003e-01, 1.05571401e+00, 3.63210857e-01, -4.60183899e+02, 7.36242458e-02, 4.65009575e+01
-2.00000003e-01, 1.11196160e+00, 3.32620412e-01, -4.54802917e+02, 2.94331849e-01, 4.64104576e+01
-2.00000003e-01, 1.11011052e+00, 2.88154185e-01, -4.48127777e+02, 1.92718089e-01, 4.62993774e+01
-2.00000003e-01, 1.12991428e+00, 3.04057658e-01, -4.50334839e+02, 8.36285830e-01, 4.62091522e+01
-2.00000003e-01, 1.13007951e+00, 3.10010821e-01, -4.51551575e+02, 7.85259843e-01, 4.62530708e+01
-2.00000003e-01, 1.11977053e+00, 3.06676686e-01, -4.50853394e+02, 4.26581740e-01, 4.63185463e+01
-2.00000003e-01, 1.12516904e+00, 3.00331622e-01, -4.49954041e+02, 5.17079055e-01, 4.62887306e+01
-2.00000003e-01, 1.11493456e+00, 3.19125503e-01, -4.52712921e+02, 3.59237254e-01, 4.63641014e+01
-2.00000003e-01, 1.15177274e+00, 3.29244584e-01, -4.54205048e+02, 3.39789629e+00, 4.51149139e+01
-2.00000003e-01, 1.14145207e+00, 3.09566766e-01, -4.51595917e+02, 1.84875548e+00, 4.58426170e+01
-2.00000003e-01, 1.16998124e+00, 2.99145103e-01, -4.53684265e+02, 5.70685959e+00, 4.08132601e+00
-2.00000003e-01, 1.14776289e+00, 2.83370435e-01, -4.46767365e+02, 2.17957568e+00, 4.56642342e+01
-2.00000003e-01, 1.12928033e+00, 3.30137014e-01, -4.54737823e+02, 7.94198275e-01, 4.63001442e+01
-1.99999988e-01, 1.12547565e+00, 3.42005223e-01, -4.56341309e+02, 5.76724470e-01, 4.63897209e+01
-2.00000003e-01, 1.14147329e+00, 2.88869381e-01, -4.47725311e+02, 1.64390588e+00, 4.58812294e+01
-2.00000003e-01, 1.15081859e+00, 3.28735590e-01, -4.54131409e+02, 3.29277372e+00, 4.51590118e+01
-2.00000003e-01, 1.15105057e+00, 3.29924762e-01, -4.54314697e+02, 3.32579303e+00, 4.51470032e+01
-2.00000018e-01, 1.17196465e+00, 2.97169238e-01, -4.53519958e+02, 5.96842766e+00, 0.00000000e+00
-2.00000003e-01, 1.15034282e+00, 2.80732125e-01, -4.46537872e+02, 2.51873279e+00, 4.03480644e+01
-2.00000003e-01, 1.14825153e+00, 3.77480239e-01, -4.61281250e+02, 3.13632441e+00, 4.54808350e+01
-2.00000003e-01, 1.14826024e+00, 3.63564879e-01, -4.59487427e+02, 3.13365960e+00, 4.53740196e+01
-2.00000003e-01, 1.16220236e+00, 3.68838668e-01, -4.60804626e+02, 4.82449818e+00, 1.86231213e+01
-2.00000003e-01, 1.17196465e+00, 3.64043325e-01, -4.59512146e+02, 6.08276510e+00, 0.00000000e+00
-2.00000003e-01, 1.17196465e+00, 3.73882592e-01, -4.61640015e+02, 6.09509897e+00, 0.00000000e+00
-1.99999988e-01, 1.17196465e+00, 3.98505956e-01, -4.63698669e+02, 6.34124947e+00, 0.00000000e+00
-1.99999988e-01, 1.16268468e+00, 3.89428675e-01, -4.62546509e+02, 5.09061289e+00, 1.77030220e+01
-2.00000003e-01, 1.17196465e+00, 3.45552802e-01, -4.56384460e+02, 5.85063839e+00, 0.00000000e+00
-2.00000003e-01, 1.16309440e+00, 3.52683812e-01, -4.58028015e+02, 4.74217987e+00, 1.69212608e+01
-2.00000003e-01, 1.17196465e+00, 2.99353808e-01, -4.53791565e+02, 5.98131227e+00, 0.00000000e+00
-2.00000003e-01, 1.17196465e+00, 3.01472306e-01, -4.54003296e+02, 5.94172955e+00, 0.00000000e+00
-2.00000003e-01, 1.14742613e+00, 2.78857201e-01, -4.45989532e+02, 2.10539293e+00, 4.56929016e+01
-2.00000003e-01, 1.17196465e+00, 3.24532479e-01, -4.53131958e+02, 5.90699911e+00, 0.00000000e+00
-2.00000003e-01, 1.15205836e+00, 3.29587370e-01, -4.54251465e+02, 3.43167996e+00, 4.45279884e+01
-1.99999988e-01, 1.17196465e+00, 3.36835533e-01, -4.55436096e+02, 5.85307980e+00, 0.00000000e+00
-2.00000003e-01, 1.15250635e+00, 3.30152839e-01, -4.54353516e+02, 3.48441863e+00, 4.35257378e+01
-2.00000003e-01, 1.15175712e+00, 3.29982638e-01, -4.54315155e+02, 3.40056968e+00, 4.51124153e+01
-2.00000003e-01, 1.14479268e+00, 3.95555824e-01, -4.63346619e+02, 2.63883972e+00, 4.57749557e+01
-2.00000003e-01, 1.16186929e+00, 4.00589406e-01, -4.63813843e+02, 4.96374798e+00, 1.56755695e+01
-2.00000003e-01, 1.15172946e+00, 3.29622477e-01, -4.54255798e+02, 3.39663005e+00, 4.51154480e+01
-2.00000003e-01, 1.13634109e+00, 3.50766242e-01, -4.57482971e+02, 1.70336461e+00, 4.58525162e+01
-2.00000003e-01, 1.13652134e+00, 3.70027035e-01, -4.60561707e+02, 1.86318481e+00, 4.59811096e+01
-2.00000003e-01, 1.12539101e+00, 3.60929489e-01, -4.59146179e+02, 5.48224926e-01, 4.64482727e+01
-2.00000003e-01, 1.13258862e+00, 3.83168221e-01, -4.62077454e+02, 1.34217417e+00, 4.62619247e+01
-1.99999988e-01, 1.12245393e+00, 3.74756187e-01, -4.61140076e+02, 4.47734326e-01, 4.65062981e+01
-2.00000003e-01, 1.14394522e+00, 2.79897690e-01, -4.46303925e+02, 1.82566261e+00, 4.57942924e+01
-2.00000003e-01, 1.12452793e+00, 2.78477818e-01, -4.46700928e+02, 5.06421864e-01, 4.62271729e+01
-2.00000003e-01, 1.11555183e+00, 3.96908641e-01, -4.64042999e+02, 2.87108988e-01, 4.65871124e+01
-2.00000003e-01, 1.11570013e+00, 3.97249639e-01, -4.64081360e+02, 3.07497740e-01, 4.65790253e+01
-2.00000003e-01, 1.11548674e+00, 3.97264749e-01, -4.64088684e+02, 2.85446376e-01, 4.65882072e+01
-2.00000003e-01, 9.51231241e-01, 5.08967638e-01, -4.85997711e+02, 6.12403527e-02, 4.70543709e+01
-2.00000003e-01, 9.52705622e-01, 5.07479668e-01, -4.85696838e+02, 6.13443665e-02, 4.70472107e+01
-2.00000003e-01, 9.46797013e-01, 5.05851686e-01, -4.85806213e+02, 6.14601448e-02, 4.70568619e+01
-2.00000003e-01, 9.29458857e-01, 5.20414352e-01, -4.88906128e+02, 6.04153201e-02, 4.71348953e+01
-2.00000018e-01, 9.20757174e-01, 5.15729904e-01, -4.88818420e+02, 6.07471913e-02, 4.71480217e+01
-2.00000003e-01, 9.29462075e-01, 5.11176288e-01, -4.87576599e+02, 6.10730276e-02, 4.71113091e+01
-2.00000003e-01, 9.05172348e-01, 5.04956126e-01, -4.88300781e+02, 6.15573302e-02, 4.71688766e+01
-2.00000003e-01, 9.26240444e-01, 5.01279950e-01, -4.86358917e+02, 6.18051589e-02, 4.70974083e+01
-2.00000003e-01, 9.14696038e-01, 4.78894770e-01, -4.83815033e+02, 6.33746982e-02, 4.70714340e+01
-2.00000003e-01, 9.51099038e-01, 5.04239440e-01, -4.85344849e+02, 6.15575612e-02, 4.70428009e+01
-2.00000003e-01, 9.31971669e-01, 4.96883839e-01, -4.85331421e+02, 6.21129051e-02, 4.70698280e+01
-2.00000003e-01, 9.14806902e-01, 4.78826463e-01, -4.83797638e+02, 6.33794740e-02, 4.70709457e+01
-2.00000003e-01, 9.39108074e-01, 4.83531773e-01, -4.83048035e+02, 6.30012229e-02, 4.70203781e+01
-2.00000003e-01, 9.66826916e-01, 4.46116626e-01, -4.75480042e+02, 6.61866069e-02, 4.68488998e+01
-2.00000003e-01, 9.65194046e-01, 4.69138473e-01, -4.79215088e+02, 6.42421544e-02, 4.69154510e+01
-2.00000003e-01, 9.56198215e-01, 4.48454708e-01, -4.76358795e+02, 6.59798235e-02, 4.68761826e+01
-1.99999988e-01, 9.59197938e-01, 4.69684213e-01, -4.79587952e+02, 6.41907677e-02, 4.69287071e+01
-2.00000003e-01, 9.63561654e-01, 4.73783553e-01, -4.80027527e+02, 6.38801381e-02, 4.69321556e+01
-2.00000003e-01, 9.73611176e-01, 4.15297866e-01, -4.70325470e+02, 6.86669424e-02, 4.67479439e+01
-2.00000003e-01, 9.56414819e-01, 3.96509290e-01, -4.67697113e+02, 7.06333593e-02, 4.67227707e+01
-2.00000003e-01, 9.43973899e-01, 4.18384850e-01, -4.72394470e+02, 6.83772489e-02, 4.68267250e+01
-2.00000003e-01, 9.38124001e-01, 4.15362388e-01, -4.72107361e+02, 6.86599314e-02, 4.68298721e+01
-2.00000003e-01, 9.59879398e-01, 4.39254582e-01, -4.74771790e+02, 6.67076707e-02, 4.68431969e+01
-2.00000018e-01, 9.73042369e-01, 4.17328954e-01, -4.70695435e+02, 6.84743002e-02, 4.67548370e+01
-2.00000003e-01, 9.46687400e-01, 4.24405038e-01, -4.73260803e+02, 6.78057596e-02, 4.68367233e+01
-2.00000003e-01, 9.35562968e-01, 4.52599138e-01, -4.78038086e+02, 6.55212998e-02, 4.69332275e+01
-2.00000003e-01, 9.37628031e-01, 4.49482948e-01, -4.77458984e+02, 6.57734647e-02, 4.69202347e+01
-2.00000003e-01, 9.55966592e-01, 4.75298166e-01, -4.80744965e+02, 6.37109429e-02, 4.69543686e+01
-2.00000003e-01, 9.35092449e-01, 4.56496298e-01, -4.78736908e+02, 6.51950836e-02, 4.69466667e+01
-2.00000003e-01, 9.33231890e-01, 4.52649653e-01, -4.78199799e+02, 6.55055866e-02, 4.69397926e+01
-2.00000003e-01, 9.68291879e-01, 4.82164562e-01, -4.81047180e+02, 6.31729513e-02, 4.69425621e+01
-2.00000003e-01, 9.57720697e-01, 5.05381107e-01, -4.85127380e+02, 6.14589229e-02, 4.70297165e+01
-2.00000003e-01, 9.34997082e-01, 4.24150527e-01, -4.73846558e+02, 6.78247362e-02, 4.68643074e+01
-1.99999988e-01, 9.32350576e-01, 4.48302895e-01, -4.77565613e+02, 6.58682957e-02, 4.69300690e+01
-2.00000003e-01, 9.19111609e-01, 4.09559309e-01, -4.71838593e+02, 6.91851526e-02, 4.68553314e+01
-2.00000003e-01, 9.19620514e-01, 4.23606932e-01, -4.74388855e+02, 6.78569749e-02, 4.68977776e+01
-2.00000003e-01, 9.15313244e-01, 4.77946907e-01, -4.83616882e+02, 6.34509474e-02, 4.70668373e+01
-2.00000003e-01, 9.14712906e-01, 4.78721768e-01, -4.83785828e+02, 6.33880198e-02, 4.70709000e+01
-2.00000003e-01, 9.14706349e-01, 4.78794724e-01, -4.83799194e+02, 6.33817166e-02, 4.70711403e+01
-2.00000003e-01, 9.14607108e-01, 4.78734910e-01, -4.83795319e+02, 6.33865744e-02, 4.70712624e+01
-2.00000003e-01, 9.08413053e-01, 4.15080488e-01, -4.73473328e+02, 6.86676502e-02, 4.69035416e+01
-1.99999988e-01, 8.96591187e-01, 4.37597245e-01, -4.78008301e+02, 6.67890310e-02, 4.70068779e+01
-2.00000003e-01, 9.08724248e-01, 3.99363220e-01, -4.70336792e+02, 7.03414381e-02, 4.68493462e+01
-2.00000003e-01, 9.14499760e-01, 4.78936076e-01, -4.83836700e+02, 6.33720085e-02, 4.70722122e+01
-2.00000003e-01, 9.29369569e-01, 4.52032983e-01, -4.78307739e+02, 6.55908585e-02, 4.69491119e+01
-2.00000003e-01, 9.00038481e-01, 4.57283795e-01, -4.80999268e+02, 6.52237982e-02, 4.70534134e+01
-2.00000003e-01, 8.95416319e-01, 4.38721687e-01, -4.78248016e+02, 6.67061731e-02, 4.70134430e+01
-2.00000018e-01, 9.09564137e-01, 4.53473270e-01, -4.79680084e+02, 6.55836314e-02, 4.70131416e+01
-2.00000003e-01, 9.21398401e-01, 4.33648974e-01, -4.75926086e+02, 6.70885444e-02, 4.69230804e+01
-2.00000003e-01, 9.11376595e-01, 4.44452465e-01, -4.78153595e+02, 6.62930012e-02, 4.69824333e+01
-2.00000003e-01, 9.54891503e-01, 5.10255396e-01, -4.85959290e+02, 6.11369610e-02, 4.70484657e+01
-2.00000003e-01, 9.03100371e-01, 5.22529662e-01, -4.91136597e+02, 6.03685230e-02, 4.72242699e+01
-2.00000003e-01, 9.75234389e-01, 4.12504792e-01, -4.69809784e+02, 6.89252019e-02, 4.67368698e+01
-2.00000003e-01, 9.99457419e-01, 4.07757789e-01, -4.68161682e+02, 6.92546889e-02, 4.66811714e+01
-2.00000003e-01, 1.01857543e+00, 3.96172166e-01, -4.66055145e+02, 7.02226162e-02, 4.66269989e+01
-2.00000003e-01, 1.00620425e+00, 3.87029856e-01, -4.64994812e+02, 7.10921437e-02, 4.66184502e+01
-2.00000003e-01, 9.99704897e-01, 4.07802075e-01, -4.68163177e+02, 6.92495555e-02, 4.66809731e+01
-2.00000003e-01, 9.99508560e-01, 4.07790899e-01, -4.68165833e+02, 6.92513138e-02, 4.66811905e+01
-2.00000003e-01, 9.99515295e-01, 4.07808006e-01, -4.68168152e+02, 6.92495704e-02, 4.66812286e+01
-2.00000003e-01, 9.99487519e-01, 4.07818615e-01, -4.68170685e+02, 6.92486688e-02, 4.66812897e+01
-2.00000003e-01, 9.99615073e-01, 4.07971293e-01, -4.68189972e+02, 6.92355260e-02, 4.66815071e+01
-2.00000003e-01, 1.04578769e+00, 4.85763490e-01, -4.78357056e+02, 6.25966936e-02, 4.68226357e+01
-2.00000003e-01, 1.03376555e+00, 4.84997720e-01, -4.78710144e+02, 6.27244115e-02, 4.68367958e+01
-2.00000003e-01, 1.03605628e+00, 4.72923130e-01, -4.76756439e+02, 6.37488812e-02, 4.68007965e+01
-2.00000003e-01, 1.03578055e+00, 5.13999224e-01, -4.82577332e+02, 6.05909526e-02, 4.69051933e+01
-2.00000003e-01, 1.02999461e+00, 5.19219279e-01, -4.83506592e+02, 6.02772161e-02, 4.69258461e+01
-2.00000003e-01, 1.02744412e+00, 5.10994613e-01, -4.82485779e+02, 6.08604625e-02, 4.69089470e+01
-2.00000003e-01, 1.05237150e+00, 5.03113151e-01, -4.80425232e+02, 6.13563508e-02, 4.68555222e+01
-2.00000003e-01, 1.03962660e+00, 5.00406861e-01, -4.80546448e+02, 6.16227165e-02, 4.68659668e+01
-2.00000003e-01, 1.02112019e+00, 4.69795346e-01, -4.76957764e+02, 6.40085787e-02, 4.68154144e+01
-2.00000003e-01, 1.01883876e+00, 4.81958330e-01, -4.78924591e+02, 6.29766136e-02, 4.68516350e+01
-2.00000003e-01, 1.03150773e+00, 4.57977593e-01, -4.74672272e+02, 6.50348887e-02, 4.67678604e+01
-2.00000003e-01, 1.01949263e+00, 4.58027542e-01, -4.74979675e+02, 6.51318207e-02, 4.67834015e+01
-2.00000003e-01, 1.01862061e+00, 4.31559175e-01, -4.71228271e+02, 6.72368407e-02, 4.67174530e+01
-2.00000003e-01, 1.04000211e+00, 4.34310049e-01, -4.71134003e+02, 6.67932034e-02, 4.66976662e+01
-2.00000003e-01, 1.04265749e+00, 4.30722564e-01, -4.70548767e+02, 6.70872629e-02, 4.66855278e+01
-2.00000003e-01, 1.03206730e+00, 4.10906553e-01, -4.67901703e+02, 6.89468607e-02, 4.66498489e+01
-2.00000003e-01, 1.04421365e+00, 4.34463620e-01, -4.71053131e+02, 6.67527616e-02, 4.66929398e+01
-2.00000003e-01, 1.01837409e+00, 4.38604355e-01, -4.72256226e+02, 6.66334033e-02, 4.67350769e+01
-2.00000018e-01, 1.04436564e+00, 4.35482353e-01, -4.71194916e+02, 6.66681752e-02, 4.66952705e+01
-2.00000003e-01, 1.01488745e+00, 4.32812393e-01, -4.71508728e+02, 6.70944899e-02, 4.67253113e+01
-2.00000003e-01, 1.01599896e+00, 4.28752542e-01, -4.70858887e+02, 6.74483180e-02, 4.67128830e+01
-2.00000003e-01, 1.02886117e+00, 4.08475906e-01, -4.67599182e+02, 6.91256076e-02, 4.66468544e+01
-2.00000003e-01, 1.03330648e+00, 4.07198370e-01, -4.67326019e+02, 6.92661926e-02, 4.66390572e+01
