
[Name]
inlet

[Data]
X [ m ], Y [ m ], Z [ m ]
3.99840139e-02, 5.02016366e-01, -5.05765021e-01
7.43705153e-01, 6.75084710e-01, -5.05765021e-01
2.62876619e-02, 2.24232838e-01, -5.05765021e-01
1.06535643e-01, 2.47723460e-01, -5.05765021e-01
2.18708441e-01, 6.65169060e-01, -5.05765021e-01
6.76202953e-01, 4.66642737e-01, -5.05765021e-01
4.03765321e-01, 5.51024079e-01, -5.05765021e-01
-5.36603093e-01, 2.94775665e-01, -5.05765021e-01
1.36125386e-01, 2.47026265e-01, -5.05765021e-01
-5.16406000e-01, 7.76595056e-01, -5.05765021e-01
-4.96959358e-01, 7.70484865e-01, -5.05765021e-01
-5.19085705e-01, 7.53439963e-01, -5.05765021e-01
5.19602060e-01, 1.91965729e-01, -5.05765021e-01
-4.83442158e-01, 7.92842925e-01, -5.05765021e-01
-4.72406268e-01, 7.67251134e-01, -5.05765021e-01
5.53595185e-01, 8.03162992e-01, -5.05765021e-01
2.51105189e-01, 5.88530242e-01, -5.05765021e-01
-2.73482293e-01, 7.46798992e-01, -5.05765021e-01
-2.80678421e-01, 7.73103952e-01, -5.05765021e-01
-2.56760567e-01, 7.67482460e-01, -5.05765021e-01
-6.74736500e-01, 3.07722002e-01, -5.05765021e-01
-4.06266600e-01, 6.03728712e-01, -5.05765021e-01
-1.97737902e-01, 9.49036419e-01, -5.05765021e-01
2.79552072e-01, 1.10699475e+00, -5.05765021e-01
2.22893417e-01, 1.08883333e+00, -5.05765021e-01
7.64292240e-01, 3.49808894e-02, -5.05765021e-01
-5.24817705e-01, 8.83919358e-01, -5.05765021e-01
-7.99844682e-01, 7.97897577e-01, -5.05765021e-01
3.12495798e-01, 6.34492457e-01, -5.05765021e-01
-1.53326273e-01, 6.57151282e-01, -5.05765021e-01
-3.49558353e-01, 8.23421478e-01, -5.05765021e-01
-3.71819109e-01, 8.36324513e-01, -5.05765021e-01
-3.54685426e-01, 8.52772415e-01, -5.05765021e-01
-3.00063670e-01, 6.59504354e-01, -5.05765021e-01
-5.82463980e-01, 6.57499909e-01, -5.05765021e-01
-5.82463980e-01, 6.29263520e-01, -5.05765021e-01
1.23408601e-01, 1.11756182e+00, -5.05765021e-01
-2.27234006e-01, 6.38057053e-01, -5.05765021e-01
-1.72706679e-01, 6.33795261e-01, -5.05765021e-01
-7.98482001e-01, 6.78035319e-02, -5.05765021e-01
-7.70514548e-01, 7.42090121e-02, -5.05765021e-01
-7.83562005e-01, 4.04355079e-02, -5.05765021e-01
5.79428254e-03, 1.14130974e+00, -5.05765021e-01
-1.33945853e-01, 6.80507362e-01, -5.05765021e-01
2.45839566e-01, 5.42259336e-01, -5.05765021e-01
-6.44622505e-01, 2.94979721e-01, -5.05765021e-01
-7.02821374e-01, 4.52132195e-01, -5.05765021e-01
-7.20639527e-01, 1.05656278e+00, -5.05765021e-01
4.59958576e-02, 1.06709993e+00, -5.05765021e-01
6.32822692e-01, 9.46430042e-02, -5.05765021e-01
1.26268893e-01, 5.48557460e-01, -5.05765021e-01
6.44221753e-02, 2.72038132e-01, -5.05765021e-01
4.15417366e-02, 5.71248271e-02, -5.05765021e-01
3.59751761e-01, 9.01953936e-01, -5.05765021e-01
3.75573367e-01, 6.75757110e-01, -5.05765021e-01
2.41445124e-01, 5.88085055e-02, -5.05765021e-01
6.80464089e-01, 2.88335085e-01, -5.05765021e-01
-2.49442384e-01, 6.04879297e-02, -5.05765021e-01
-2.17177808e-01, 7.13101208e-01, -5.05765021e-01
3.90623063e-01, 7.01423228e-01, -5.05765021e-01
4.02505845e-01, 6.79272056e-01, -5.05765021e-01
-5.38380027e-01, 4.48626637e-01, -5.05765021e-01
-4.23331231e-01, 6.36252761e-02, -5.05765021e-01
8.45700949e-02, 1.04332852e+00, -5.05765021e-01
-7.75324166e-01, 2.40830511e-01, -5.05765021e-01
-2.97416449e-01, 9.69597518e-01, -5.05765021e-01
-3.05154204e-01, 9.91667390e-01, -5.05765021e-01
-3.19579273e-01, 7.85380721e-01, -5.05765021e-01
7.29429901e-01, 1.11955857e+00, -5.05765021e-01
-3.86726499e-01, 1.08123291e+00, -5.05765021e-01
-3.60411137e-01, 1.10065460e+00, -5.05765021e-01
-3.65846306e-01, 1.06930852e+00, -5.05765021e-01
-6.56524837e-01, 8.59686494e-01, -5.05765021e-01
6.12912476e-02, 3.18466991e-01, -5.05765021e-01
5.01807511e-01, 4.77671981e-01, -5.05765021e-01
7.10189164e-01, 8.46626043e-01, -5.05765021e-01
5.81465781e-01, 2.51750022e-01, -5.05765021e-01
7.22242296e-01, 1.01115215e+00, -5.05765021e-01
-2.93504387e-01, 3.82489897e-02, -5.05765021e-01
4.43469174e-02, 1.11670101e+00, -5.05765021e-01
-5.77760756e-01, 9.94546235e-01, -5.05765021e-01
-5.52139401e-01, 9.73580956e-01, -5.05765021e-01
6.11018777e-01, 7.18059063e-01, -5.05765021e-01
-5.07099271e-01, 3.03191006e-01, -5.05765021e-01
7.64743388e-01, 7.76826322e-01, -5.05765021e-01
-7.76947796e-01, 3.85363162e-01, -5.05765021e-01
2.31516719e-01, 1.11848605e+00, -5.05765021e-01
6.86462760e-01, 6.19880438e-01, -5.05765021e-01
-5.88174284e-01, 4.32393014e-01, -5.05765021e-01
2.95884013e-01, 8.06002498e-01, -5.05765021e-01
2.87286103e-01, 8.31624389e-01, -5.05765021e-01
-2.09931761e-01, 1.81010589e-01, -5.05765021e-01
8.61697551e-03, 2.02318624e-01, -5.05765021e-01
6.15021400e-02, 6.97240055e-01, -5.05765021e-01
-7.44203031e-02, 6.04861677e-01, -5.05765021e-01
2.04000071e-01, 1.11555707e+00, -5.05765021e-01
-5.50536573e-01, 9.42193195e-02, -5.05765021e-01
-5.73138773e-01, 1.08403340e-01, -5.05765021e-01
3.94256890e-01, 8.22735131e-01, -5.05765021e-01
1.54081717e-01, 6.93682015e-01, -5.05765021e-01
-3.45648736e-01, 3.71487290e-02, -5.05765021e-01
-6.23576581e-01, 3.33685130e-01, -5.05765021e-01
-1.29193008e-01, 8.77320588e-01, -5.05765021e-01
-1.44130841e-01, 8.51222098e-01, -5.05765021e-01
-8.02711368e-01, 1.07955480e+00, -5.05765021e-01
-7.80435801e-01, 1.09349036e+00, -5.05765021e-01
-7.99514830e-01, 7.05225110e-01, -5.05765021e-01
2.73432136e-01, 8.58292103e-01, -5.05765021e-01
-6.43362641e-01, 3.85616511e-01, -5.05765021e-01
6.62172973e-01, 1.09864795e+00, -5.05765021e-01
7.61810988e-02, 7.21631110e-01, -5.05765021e-01
3.84134084e-01, 8.47834170e-01, -5.05765021e-01
-3.23604457e-02, 1.33248508e-01, -5.05765021e-01
-1.83907170e-02, 1.05860569e-01, -5.05765021e-01
-4.83236611e-02, 1.15399934e-01, -5.05765021e-01
4.23799187e-01, 1.80599898e-01, -5.05765021e-01
5.33137679e-01, 1.04663360e+00, -5.05765021e-01
5.02927661e-01, 1.06117094e+00, -5.05765021e-01
5.30166507e-01, 1.07099211e+00, -5.05765021e-01
4.19838935e-01, 5.25232255e-01, -5.05765021e-01
-4.73103046e-01, 2.94958442e-01, -5.05765021e-01
-4.63679314e-01, 1.13945854e+00, -5.05765021e-01
-4.40549701e-01, 1.14439440e+00, -5.05765021e-01
-7.15686440e-01, 1.08440089e+00, -5.05765021e-01
6.80167019e-01, 1.00712419e+00, -5.05765021e-01
-7.98141733e-02, 1.06635880e+00, -5.05765021e-01
-8.93189164e-04, 2.25333214e-01, -5.05765021e-01
-3.58897060e-01, 6.10352099e-01, -5.05765021e-01
5.11182129e-01, 3.46449137e-01, -5.05765021e-01
5.26349783e-01, 3.64809096e-01, -5.05765021e-01
-3.78547847e-01, 8.66931602e-02, -5.05765021e-01
3.37220728e-01, 1.00124128e-01, -5.05765021e-01
4.78519648e-02, 1.78375214e-01, -5.05765021e-01
-7.59283528e-02, 8.47787976e-01, -5.05765021e-01
4.56771433e-01, 4.34151292e-01, -5.05765021e-01
4.79942203e-01, 4.58307058e-01, -5.05765021e-01
4.84506279e-01, 4.29595202e-01, -5.05765021e-01
4.63967443e-01, 4.02649641e-01, -5.05765021e-01
-1.71090469e-01, 8.54074061e-01, -5.05765021e-01
5.14661252e-01, 1.03187895e+00, -5.05765021e-01
-5.54959714e-01, 3.72498691e-01, -5.05765021e-01
-5.78228354e-01, 3.60379159e-01, -5.05765021e-01
-5.73720932e-01, 3.87517810e-01, -5.05765021e-01
1.24452196e-01, 1.06905425e+00, -5.05765021e-01
6.48135006e-01, 7.32428953e-02, -5.05765021e-01
9.03740376e-02, 8.81904125e-01, -5.05765021e-01
9.30734202e-02, 4.53190684e-01, -5.05765021e-01
2.03480944e-01, 1.06535912e+00, -5.05765021e-01
-7.70318687e-01, 4.36812788e-01, -5.05765021e-01
3.66401896e-02, 4.08045381e-01, -5.05765021e-01
5.33152148e-02, 4.26872969e-01, -5.05765021e-01
5.74632622e-02, 4.05618250e-01, -5.05765021e-01
-2.80510217e-01, 6.75931990e-01, -5.05765021e-01
4.21380818e-01, 8.20643544e-01, -5.05765021e-01
-7.19452441e-01, 1.02608585e+00, -5.05765021e-01
-4.56709951e-01, 7.91076064e-01, -5.05765021e-01
4.31599654e-02, 5.99632740e-01, -5.05765021e-01
-1.36541441e-01, 3.03499073e-01, -5.05765021e-01
-6.51591122e-01, 1.11646247e+00, -5.05765021e-01
-6.32017434e-01, 1.09631395e+00, -5.05765021e-01
-6.60949588e-01, 1.08574450e+00, -5.05765021e-01
5.12940228e-01, 7.04563975e-01, -5.05765021e-01
-6.99891448e-02, 1.13850439e+00, -5.05765021e-01
6.07906461e-01, 2.69249350e-01, -5.05765021e-01
-6.88969970e-01, 1.08744681e+00, -5.05765021e-01
-7.00968921e-01, 1.11029553e+00, -5.05765021e-01
6.77553773e-01, 8.58574927e-01, -5.05765021e-01
7.63333797e-01, 3.68559539e-01, -5.05765021e-01
7.50380099e-01, 2.65698016e-01, -5.05765021e-01
9.18597355e-02, 3.17660838e-01, -5.05765021e-01
3.64293069e-01, 7.02629209e-01, -5.05765021e-01
-6.05845928e-01, 6.13184452e-01, -5.05765021e-01
-6.31261051e-01, 6.26126111e-01, -5.05765021e-01
-6.06862545e-01, 6.44950390e-01, -5.05765021e-01
7.20337629e-01, 6.83683455e-01, -5.05765021e-01
-6.04649603e-01, 6.77002013e-01, -5.05765021e-01
2.91469902e-01, 1.06081641e+00, -5.05765021e-01
2.75526592e-03, 6.99680209e-01, -5.05765021e-01
-5.87150693e-01, 5.99732816e-01, -5.05765021e-01
-6.06403291e-01, 5.87834239e-01, -5.05765021e-01
-7.12054789e-01, 2.09010541e-01, -5.05765021e-01
-7.07090139e-01, 1.82474107e-01, -5.05765021e-01
-6.04637027e-01, 5.60217977e-01, -5.05765021e-01
-6.28480315e-01, 5.77610254e-01, -5.05765021e-01
-4.66474816e-02, 7.50226855e-01, -5.05765021e-01
-6.26517415e-01, 3.63017768e-01, -5.05765021e-01
-7.65516341e-01, 1.05450913e-01, -5.05765021e-01
5.24291813e-01, 1.11124730e+00, -5.05765021e-01
4.96868789e-01, 1.11214232e+00, -5.05765021e-01
5.08949697e-01, 1.13810503e+00, -5.05765021e-01
7.27386594e-01, 4.59264100e-01, -5.05765021e-01
1.93846859e-02, 7.24044204e-01, -5.05765021e-01
-7.96631098e-01, 8.29022348e-01, -5.05765021e-01
-9.17346682e-03, 5.48539579e-01, -5.05765021e-01
6.97550833e-01, 1.53308585e-01, -5.05765021e-01
1.27407815e-02, 5.39021492e-01, -5.05765021e-01
1.07583394e-02, 4.12261516e-01, -5.05765021e-01
1.90243453e-01, 5.92660785e-01, -5.05765021e-01
1.01993360e-01, 5.96843958e-01, -5.05765021e-01
1.37432683e-02, 6.01027131e-01, -5.05765021e-01
-2.66277730e-01, 3.93492542e-02, -5.05765021e-01
3.95641237e-01, 1.05321348e-01, -5.05765021e-01
6.22955799e-01, 3.68604004e-01, -5.05765021e-01
6.36966288e-01, 3.92740041e-01, -5.05765021e-01
6.45262599e-01, 3.68990153e-01, -5.05765021e-01
4.26553860e-02, 1.06697470e-01, -5.05765021e-01
-6.36971354e-01, 4.14353102e-01, -5.05765021e-01
-3.25699449e-01, 9.94477510e-01, -5.05765021e-01
-3.43957990e-01, 6.52445257e-01, -5.05765021e-01
4.83147770e-01, 1.13686514e+00, -5.05765021e-01
1.06011115e-01, 3.86138469e-01, -5.05765021e-01
9.99707878e-02, 9.46037352e-01, -5.05765021e-01
7.90201798e-02, 9.46538925e-01, -5.05765021e-01
8.75728205e-02, 9.66380835e-01, -5.05765021e-01
7.34706879e-01, 3.63418311e-01, -5.05765021e-01
-7.44622707e-01, 8.22064757e-01, -5.05765021e-01
5.05750650e-04, 8.33596960e-02, -5.05765021e-01
-2.96903569e-02, 7.54022449e-02, -5.05765021e-01
6.54192507e-01, 2.46207207e-01, -5.05765021e-01
-2.02123374e-01, 6.35189652e-01, -5.05765021e-01
-1.14587076e-01, 7.03950524e-01, -5.05765021e-01
-5.94572544e-01, 9.40659270e-02, -5.05765021e-01
-6.35533273e-01, 6.40065521e-02, -5.05765021e-01
7.85087705e-01, 9.48055565e-01, -5.05765021e-01
7.74144530e-01, 9.20621097e-01, -5.05765021e-01
7.55837202e-01, 9.42967057e-01, -5.05765021e-01
-4.19215620e-01, 5.60552776e-01, -5.05765021e-01
7.48722434e-01, 9.10881042e-01, -5.05765021e-01
5.44431090e-01, 8.31373453e-01, -5.05765021e-01
-1.01810999e-01, 3.46754223e-01, -5.05765021e-01
6.09480083e-01, 2.41405129e-01, -5.05765021e-01
-4.12450939e-01, 9.33592796e-01, -5.05765021e-01
-6.59756005e-01, 6.22129321e-01, -5.05765021e-01
-6.44639611e-01, 5.98611712e-01, -5.05765021e-01
5.00311792e-01, 3.02712649e-01, -5.05765021e-01
2.37429127e-01, 6.88699424e-01, -5.05765021e-01
4.94141489e-01, 5.07506132e-01, -5.05765021e-01
1.74482599e-01, 8.39162350e-01, -5.05765021e-01
2.49356121e-01, 8.70950162e-01, -5.05765021e-01
2.71615237e-01, 8.83391142e-01, -5.05765021e-01
-3.02778214e-01, 9.08577323e-01, -5.05765021e-01
-3.33603799e-01, 9.07939136e-01, -5.05765021e-01
-3.13054085e-01, 9.29014325e-01, -5.05765021e-01
-7.72590995e-01, 1.03372383e+00, -5.05765021e-01
-2.47913431e-02, 3.67078185e-01, -5.05765021e-01
5.83516061e-01, 5.30272663e-01, -5.05765021e-01
7.69372046e-01, 1.03823709e+00, -5.05765021e-01
-8.34453702e-02, 8.07125345e-02, -5.05765021e-01
-5.64438961e-02, 7.76659325e-02, -5.05765021e-01
-7.39370584e-02, 5.53186610e-02, -5.05765021e-01
7.72118509e-01, 4.69709247e-01, -5.05765021e-01
-3.95235330e-01, 6.27924427e-02, -5.05765021e-01
4.32704896e-01, 7.19212055e-01, -5.05765021e-01
6.20206714e-01, 5.14894426e-01, -5.05765021e-01
6.24653459e-01, 4.91763532e-01, -5.05765021e-01
-1.09188939e-02, 6.05819300e-02, -5.05765021e-01
4.62748051e-01, 8.40321720e-01, -5.05765021e-01
3.33183482e-02, 3.65287989e-01, -5.05765021e-01
-2.20612004e-01, 9.97830451e-01, -5.05765021e-01
1.62211061e-01, 2.46503368e-01, -5.05765021e-01
7.45880723e-01, 9.69561219e-01, -5.05765021e-01
7.47111261e-01, 9.98689771e-01, -5.05765021e-01
7.72349596e-01, 9.91073310e-01, -5.05765021e-01
-7.67302454e-01, 9.13828075e-01, -5.05765021e-01
4.76724595e-01, 4.87268090e-01, -5.05765021e-01
6.20996177e-01, 5.40559947e-01, -5.05765021e-01
3.48395526e-01, 4.66913253e-01, -5.05765021e-01
-6.02593660e-01, 3.46756399e-01, -5.05765021e-01
2.58312821e-01, 4.50171500e-01, -5.05765021e-01
-7.98860431e-01, 5.75214207e-01, -5.05765021e-01
1.74688309e-01, 8.89622748e-01, -5.05765021e-01
-7.48825133e-01, 1.01545513e+00, -5.05765021e-01
-4.82218266e-01, 3.24040920e-01, -5.05765021e-01
1.27915507e-02, 6.74929798e-01, -5.05765021e-01
-1.65386274e-02, 6.75975561e-01, -5.05765021e-01
1.22428231e-01, 3.16854715e-01, -5.05765021e-01
7.42252409e-01, 3.15693021e-01, -5.05765021e-01
-4.77967739e-01, 4.83879656e-01, -5.05765021e-01
-3.86583358e-01, 3.69962193e-02, -5.05765021e-01
5.60750246e-01, 5.63943863e-01, -5.05765021e-01
4.31716174e-01, 5.02993464e-01, -5.05765021e-01
-7.74308980e-01, 6.93374693e-01, -5.05765021e-01
4.42293674e-01, 3.48725170e-01, -5.05765021e-01
4.62088346e-01, 3.30166787e-01, -5.05765021e-01
4.31557715e-01, 3.29338878e-01, -5.05765021e-01
-7.50180364e-01, 7.69179165e-01, -5.05765021e-01
1.35740221e-01, 1.09193361e+00, -5.05765021e-01
2.94303764e-02, 8.30183625e-02, -5.05765021e-01
-2.26991713e-01, 8.99384201e-01, -5.05765021e-01
-4.09100115e-01, 3.44851464e-01, -5.05765021e-01
1.35346711e-01, 1.05844244e-01, -5.05765021e-01
7.91447222e-01, 3.79841924e-01, -5.05765021e-01
-5.40415406e-01, 6.66270107e-02, -5.05765021e-01
2.58265704e-01, 1.98343128e-01, -5.05765021e-01
6.50285259e-02, 4.62983936e-01, -5.05765021e-01
-6.99070036e-01, 1.04686224e+00, -5.05765021e-01
1.07660420e-01, 1.14083040e+00, -5.05765021e-01
7.13242769e-01, 5.25572658e-01, -5.05765021e-01
5.70627630e-01, 8.25993598e-01, -5.05765021e-01
-7.11518899e-03, 3.89806032e-01, -5.05765021e-01
-1.10650420e-01, 1.88069686e-01, -5.05765021e-01
-1.38196126e-01, 1.92318231e-01, -5.05765021e-01
-1.20643444e-01, 2.10118487e-01, -5.05765021e-01
-1.49097607e-01, 2.16371462e-01, -5.05765021e-01
-5.73134542e-01, 7.84265935e-01, -5.05765021e-01
-1.65741831e-01, 1.96566761e-01, -5.05765021e-01
2.29296163e-01, 2.42432520e-01, -5.05765021e-01
-1.75132602e-01, 2.18284667e-01, -5.05765021e-01
-7.39021361e-01, 5.66777408e-01, -5.05765021e-01
4.99573708e-01, 5.50500989e-01, -5.05765021e-01
-2.63237774e-01, 1.11822832e+00, -5.05765021e-01
-2.44171798e-01, 1.14279771e+00, -5.05765021e-01
-2.32562080e-01, 1.11702776e+00, -5.05765021e-01
4.69690382e-01, 5.14353693e-01, -5.05765021e-01
-2.05294535e-01, 1.11988497e+00, -5.05765021e-01
-2.13498801e-01, 1.09239662e+00, -5.05765021e-01
7.79772043e-01, 4.89872277e-01, -5.05765021e-01
7.75117815e-01, 5.09702563e-01, -5.05765021e-01
2.96819687e-01, 1.73952550e-01, -5.05765021e-01
1.70949563e-01, 5.68956137e-01, -5.05765021e-01
-4.39160734e-01, 8.14880908e-01, -5.05765021e-01
-4.29514706e-01, 7.86563635e-01, -5.05765021e-01
-5.91645986e-02, 5.10568440e-01, -5.05765021e-01
-5.86229205e-01, 5.38154364e-01, -5.05765021e-01
-1.82473902e-02, 1.55083641e-01, -5.05765021e-01
1.84338480e-01, 3.15264225e-01, -5.05765021e-01
6.55685738e-02, 1.53892606e-01, -5.05765021e-01
2.47022003e-01, 3.13695550e-01, -5.05765021e-01
5.06353974e-01, 8.63521099e-01, -5.05765021e-01
-1.60062104e-01, 9.24817860e-01, -5.05765021e-01
7.11438119e-01, 3.56311589e-01, -5.05765021e-01
7.26700127e-01, 3.36965531e-01, -5.05765021e-01
4.92954254e-01, 8.91757488e-01, -5.05765021e-01
-2.28649691e-01, 6.63911343e-01, -5.05765021e-01
-1.69585139e-01, 3.48810554e-02, -5.05765021e-01
6.93996847e-01, 3.75973552e-01, -5.05765021e-01
2.78363764e-01, 3.12911212e-01, -5.05765021e-01
2.15680242e-01, 3.14479887e-01, -5.05765021e-01
4.80625212e-01, 9.18948114e-01, -5.05765021e-01
-1.48126289e-01, 9.00001287e-01, -5.05765021e-01
5.02374053e-01, 3.71388465e-01, -5.05765021e-01
4.16754559e-02, 4.73206758e-01, -5.05765021e-01
5.78683428e-02, 3.51370312e-02, -5.05765021e-01
7.36745119e-01, 8.01819324e-01, -5.05765021e-01
5.46949983e-01, 1.43423885e-01, -5.05765021e-01
7.66151667e-01, 5.67236841e-01, -5.05765021e-01
7.93064058e-01, 5.91658533e-01, -5.05765021e-01
7.49175906e-01, 2.38285765e-01, -5.05765021e-01
-9.80848670e-02, 2.78309107e-01, -5.05765021e-01
-1.45972088e-01, 7.08130598e-01, -5.05765021e-01
-6.48099959e-01, 1.19374186e-01, -5.05765021e-01
-7.28271306e-01, 8.81430268e-01, -5.05765021e-01
-2.27546006e-01, 5.66293597e-01, -5.05765021e-01
-2.25998163e-01, 1.05346128e-01, -5.05765021e-01
-7.35309362e-01, 2.19308168e-01, -5.05765021e-01
-7.15655625e-01, 2.36644596e-01, -5.05765021e-01
-7.31494129e-01, 1.92209303e-01, -5.05765021e-01
-7.28321731e-01, 1.65425375e-01, -5.05765021e-01
-7.54009426e-01, 1.78633824e-01, -5.05765021e-01
2.94153631e-01, 5.79120740e-02, -5.05765021e-01
1.10358216e-01, 5.25260210e-01, -5.05765021e-01
6.91616952e-01, 5.89548528e-01, -5.05765021e-01
6.07378602e-01, 7.93504477e-01, -5.05765021e-01
1.20811395e-01, 2.24018827e-01, -5.05765021e-01
3.09705526e-01, 3.12126875e-01, -5.05765021e-01
-1.52181789e-01, 7.39291012e-01, -5.05765021e-01
-4.23570544e-01, 2.60534406e-01, -5.05765021e-01
8.52085501e-02, 1.29955575e-01, -5.05765021e-01
7.49194026e-01, 8.93658102e-02, -5.05765021e-01
6.23941481e-01, 6.14390016e-01, -5.05765021e-01
6.36376858e-01, 6.32923782e-01, -5.05765021e-01
-3.45421612e-01, 7.97243953e-01, -5.05765021e-01
5.17423570e-01, 5.64170182e-01, -5.05765021e-01
7.45389879e-01, 5.79721510e-01, -5.05765021e-01
8.04499537e-02, 2.48246357e-01, -5.05765021e-01
5.19368231e-01, 3.22482318e-01, -5.05765021e-01
4.75990862e-01, 8.66378367e-01, -5.05765021e-01
3.18560630e-01, 3.78470242e-01, -5.05765021e-01
1.32091224e-01, 3.81555974e-01, -5.05765021e-01
-7.36469030e-01, 3.41321915e-01, -5.05765021e-01
9.64777321e-02, 2.24454567e-01, -5.05765021e-01
7.17618108e-01, 3.81454378e-01, -5.05765021e-01
1.93685904e-01, 3.85045171e-01, -5.05765021e-01
2.08585635e-01, 6.90268099e-01, -5.05765021e-01
3.36267084e-01, 2.34738201e-01, -5.05765021e-01
-5.91302454e-01, 1.49261892e-01, -5.05765021e-01
5.55572867e-01, 9.12673354e-01, -5.05765021e-01
3.41047287e-01, 3.11342508e-01, -5.05765021e-01
1.52996719e-01, 3.16048592e-01, -5.05765021e-01
2.87922919e-01, 1.03204429e+00, -5.05765021e-01
-5.33926427e-01, 3.89135070e-02, -5.05765021e-01
5.79139411e-01, 4.45189387e-01, -5.05765021e-01
-5.47087014e-01, 5.66748321e-01, -5.05765021e-01
2.97139019e-01, 9.29406345e-01, -5.05765021e-01
3.44107926e-01, 3.79536927e-01, -5.05765021e-01
3.50080490e-01, 9.32076514e-01, -5.05765021e-01
-5.01947887e-02, 4.85292703e-01, -5.05765021e-01
-6.20271206e-01, 2.30306908e-01, -5.05765021e-01
-2.17259884e-01, 1.30662531e-01, -5.05765021e-01
-4.54438299e-01, 9.64185968e-02, -5.05765021e-01
6.82009935e-01, 1.11718023e+00, -5.05765021e-01
-1.67861581e-01, 4.90870267e-01, -5.05765021e-01
-4.33329433e-01, 3.31055641e-01, -5.05765021e-01
-4.29148644e-01, 3.09042752e-01, -5.05765021e-01
-7.48451293e-01, 4.43714619e-01, -5.05765021e-01
-7.33815849e-01, 4.65101987e-01, -5.05765021e-01
-5.64972579e-01, 6.62493631e-02, -5.05765021e-01
8.52774829e-02, 5.74771523e-01, -5.05765021e-01
-2.50179648e-01, 9.57054138e-01, -5.05765021e-01
7.11130977e-01, 7.64980614e-01, -5.05765021e-01
6.18376434e-01, 1.18439026e-01, -5.05765021e-01
1.82280466e-01, 1.13948405e+00, -5.05765021e-01
-2.73379147e-01, 9.63149786e-01, -5.05765021e-01
-1.62656397e-01, 4.21673089e-01, -5.05765021e-01
-4.75140601e-01, 1.11208868e+00, -5.05765021e-01
6.32179677e-01, 2.30718434e-01, -5.05765021e-01
2.97099441e-01, 6.08035505e-01, -5.05765021e-01
-1.38444886e-01, 4.89475876e-01, -5.05765021e-01
1.66445047e-01, 7.90477276e-01, -5.05765021e-01
1.93511367e-01, 7.89240718e-01, -5.05765021e-01
-1.13354169e-01, 3.70604098e-01, -5.05765021e-01
-4.64298844e-01, 9.24150586e-01, -5.05765021e-01
7.92480946e-01, 7.04705834e-01, -5.05765021e-01
1.84343293e-01, 8.14349473e-01, -5.05765021e-01
-7.73420215e-01, 5.89561939e-01, -5.05765021e-01
3.39665025e-01, 1.12020493e+00, -5.05765021e-01
-3.89833093e-01, 1.10556889e+00, -5.05765021e-01
-1.45919994e-01, 7.66737819e-01, -5.05765021e-01
-2.20300734e-01, 7.38616884e-01, -5.05765021e-01
6.68641686e-01, 7.87198603e-01, -5.05765021e-01
-1.54840350e-01, 1.72513530e-01, -5.05765021e-01
6.44500732e-01, 5.55128396e-01, -5.05765021e-01
1.61258087e-01, 8.64308178e-01, -5.05765021e-01
-8.82634521e-02, 2.51732320e-01, -5.05765021e-01
-1.83641821e-01, 1.02049160e+00, -5.05765021e-01
-1.91486850e-01, 1.04298341e+00, -5.05765021e-01
-1.68564543e-01, 1.04483533e+00, -5.05765021e-01
6.50533676e-01, 4.53090996e-01, -5.05765021e-01
-1.77931618e-02, 2.02754363e-01, -5.05765021e-01
-7.76307046e-01, 6.14126980e-01, -5.05765021e-01
6.85751289e-02, 5.51209331e-01, -5.05765021e-01
3.78606357e-02, 5.51962018e-01, -5.05765021e-01
-6.92971230e-01, 9.99616608e-02, -5.05765021e-01
-2.85527706e-01, 1.37763694e-01, -5.05765021e-01
-3.08943331e-01, 1.40917152e-01, -5.05765021e-01
-2.93315113e-01, 1.60748363e-01, -5.05765021e-01
6.79662347e-01, 7.27334917e-01, -5.05765021e-01
-3.49221528e-01, 6.78371906e-01, -5.05765021e-01
3.67487073e-01, 4.23224688e-01, -5.05765021e-01
-3.33481878e-01, 1.47545233e-01, -5.05765021e-01
-3.23553741e-01, 1.14994928e-01, -5.05765021e-01
-3.43009561e-01, 1.77386031e-01, -5.05765021e-01
-3.57743442e-01, 1.53892606e-01, -5.05765021e-01
-4.24674973e-02, 3.44350338e-01, -5.05765021e-01
-3.80870461e-01, 7.16437697e-01, -5.05765021e-01
-7.99797535e-01, 6.75829172e-01, -5.05765021e-01
-6.81918323e-01, 1.73907921e-01, -5.05765021e-01
-5.99814281e-02, 4.41287965e-01, -5.05765021e-01
1.04848526e-01, 1.06018536e-01, -5.05765021e-01
-4.94482853e-02, 5.58921814e-01, -5.05765021e-01
-6.62753135e-02, 5.37702858e-01, -5.05765021e-01
-7.28030622e-01, 9.98477340e-01, -5.05765021e-01
-5.31854510e-01, 6.77410543e-01, -5.05765021e-01
7.23109961e-01, 9.84662592e-01, -5.05765021e-01
4.30886388e-01, 4.43109185e-01, -5.05765021e-01
3.49744827e-01, 1.68726325e-01, -5.05765021e-01
1.58378795e-01, 9.11100686e-01, -5.05765021e-01
-7.13195205e-01, 2.63061762e-01, -5.05765021e-01
3.78498167e-01, 6.48240268e-01, -5.05765021e-01
-7.23772228e-01, 4.33918148e-01, -5.05765021e-01
6.24207973e-01, 5.93151569e-01, -5.05765021e-01
5.82439125e-01, 2.18987972e-01, -5.05765021e-01
-1.32565498e-01, 5.39861739e-01, -5.05765021e-01
