
[Name]
inlet

[Data]
X [ m ], Y [ m ], Z [ m ]
3.22034568e-01, 3.34611416e-01, -5.05765021e-01
2.90692806e-01, 3.35395753e-01, -5.05765021e-01
3.00783187e-01, 3.57936323e-01, -5.05765021e-01
-3.61371413e-02, 3.90655726e-01, -5.05765021e-01
-7.51989782e-02, 6.78067148e-01, -5.05765021e-01
3.22618604e-01, 6.09393418e-01, -5.05765021e-01
-6.31807923e-01, 5.10831833e-01, -5.05765021e-01
-6.00762904e-01, 5.12396157e-01, -5.05765021e-01
1.96667537e-01, 3.37748796e-01, -5.05765021e-01
1.65325776e-01, 3.38533133e-01, -5.05765021e-01
1.76244110e-01, 3.63522381e-01, -5.05765021e-01
-4.79739130e-01, 1.02817178e-01, -5.05765021e-01
2.08996594e-01, 3.60233337e-01, -5.05765021e-01
3.35034162e-01, 5.83597243e-01, -5.05765021e-01
4.35841084e-01, 2.21140847e-01, -5.05765021e-01
3.34363639e-01, 3.57095957e-01, -5.05765021e-01
3.92248929e-01, 1.79939881e-01, -5.05765021e-01
4.23284262e-01, 5.75230896e-01, -5.05765021e-01
1.09325901e-01, 2.94348389e-01, -5.05765021e-01
9.22598913e-02, 2.71428078e-01, -5.05765021e-01
7.79841393e-02, 2.95132726e-01, -5.05765021e-01
6.94775760e-01, 1.05451870e+00, -5.05765021e-01
-5.59922874e-01, 9.40828025e-01, -5.05765021e-01
1.40667662e-01, 2.93564051e-01, -5.05765021e-01
3.02372992e-01, 6.59591496e-01, -5.05765021e-01
4.43313599e-01, 9.48230267e-01, -5.05765021e-01
3.53376329e-01, 3.33827049e-01, -5.05765021e-01
3.66379261e-01, 3.60111773e-01, -5.05765021e-01
-7.22650826e-01, 8.05217505e-01, -5.05765021e-01
-7.14146912e-01, 8.33541691e-01, -5.05765021e-01
-4.40701425e-01, 3.83415073e-01, -5.05765021e-01
3.29256445e-01, 7.33512282e-01, -5.05765021e-01
6.94187135e-02, 1.09202683e+00, -5.05765021e-01
1.06406160e-01, 1.09213185e+00, -5.05765021e-01
9.40150246e-02, 1.06712675e+00, -5.05765021e-01
7.03788340e-01, 4.75822479e-01, -5.05765021e-01
6.71254814e-01, 5.42278230e-01, -5.05765021e-01
6.67779565e-01, 5.13605893e-01, -5.05765021e-01
6.43711209e-01, 5.29462934e-01, -5.05765021e-01
3.16013366e-01, 1.07228255e+00, -5.05765021e-01
3.20041895e-01, 1.10108781e+00, -5.05765021e-01
3.43517870e-01, 1.08843112e+00, -5.05765021e-01
-6.54857755e-01, 8.88000727e-01, -5.05765021e-01
-6.80420995e-01, 8.73507500e-01, -5.05765021e-01
-6.80252850e-01, 8.98685873e-01, -5.05765021e-01
-5.06681085e-01, 1.08872682e-01, -5.05765021e-01
9.14022028e-02, 1.11508763e+00, -5.05765021e-01
2.35147193e-01, 1.05321348e-01, -5.05765021e-01
2.50071853e-01, 8.17910060e-02, -5.05765021e-01
2.19930097e-01, 7.85592571e-02, -5.05765021e-01
6.94120228e-01, 1.08874536e+00, -5.05765021e-01
7.43964538e-02, 5.88129535e-02, -5.05765021e-01
-1.57953724e-01, 8.76065135e-01, -5.05765021e-01
1.74473539e-01, 1.06568575e+00, -5.05765021e-01
1.63249299e-01, 1.09045815e+00, -5.05765021e-01
1.91354260e-01, 1.08977640e+00, -5.05765021e-01
1.76976755e-01, 1.11309135e+00, -5.05765021e-01
-3.42868418e-01, 3.32678378e-01, -5.05765021e-01
-3.19539279e-01, 3.44909549e-01, -5.05765021e-01
-3.24137777e-01, 3.13826263e-01, -5.05765021e-01
-1.99127614e-01, 1.51924476e-01, -5.05765021e-01
-1.73029453e-01, 1.50656164e-01, -5.05765021e-01
-1.89183936e-01, 1.26808077e-01, -5.05765021e-01
-3.79382402e-01, 9.83217120e-01, -5.05765021e-01
-4.90080595e-01, 5.39518774e-01, -5.05765021e-01
7.91724801e-01, 6.77834749e-01, -5.05765021e-01
5.83021879e-01, 7.20663846e-01, -5.05765021e-01
1.86638653e-01, 4.97969568e-01, -5.05765021e-01
6.65076911e-01, 4.09844339e-01, -5.05765021e-01
6.70990169e-01, 4.36489046e-01, -5.05765021e-01
5.74571133e-01, 3.31851691e-01, -5.05765021e-01
5.57323456e-01, 3.10627878e-01, -5.05765021e-01
5.44382989e-01, 3.38765532e-01, -5.05765021e-01
-6.60739779e-01, 9.13001657e-01, -5.05765021e-01
7.04300225e-01, 3.00884575e-01, -5.05765021e-01
7.28849113e-01, 2.87519813e-01, -5.05765021e-01
7.00731337e-01, 2.73171067e-01, -5.05765021e-01
-3.20648164e-01, 1.01309395e+00, -5.05765021e-01
-3.17323864e-01, 1.03598785e+00, -5.05765021e-01
7.22603142e-01, 2.54737049e-01, -5.05765021e-01
-7.41669357e-01, 8.52825403e-01, -5.05765021e-01
-7.07959890e-01, 8.62084925e-01, -5.05765021e-01
-3.38283747e-01, 6.30974621e-02, -5.05765021e-01
-3.65783870e-01, 5.86637370e-02, -5.05765021e-01
-3.50072056e-01, 8.68456736e-02, -5.05765021e-01
-5.23909330e-01, 5.77961564e-01, -5.05765021e-01
6.77018166e-02, 8.32245052e-01, -5.05765021e-01
6.69427097e-01, 1.06901169e+00, -5.05765021e-01
6.75703704e-01, 1.03747046e+00, -5.05765021e-01
4.56680864e-01, 1.13856459e+00, -5.05765021e-01
6.69544518e-01, 1.07338868e-01, -5.05765021e-01
6.53892219e-01, 1.34890795e-01, -5.05765021e-01
6.80022418e-01, 1.36546716e-01, -5.05765021e-01
6.81199491e-01, 3.20754647e-01, -5.05765021e-01
6.58098698e-01, 3.40624720e-01, -5.05765021e-01
-4.95439589e-01, 2.74109393e-01, -5.05765021e-01
7.62865603e-01, 1.14203167e+00, -5.05765021e-01
-5.54678738e-01, 1.96757779e-01, -5.05765021e-01
-5.30680060e-01, 2.06675947e-01, -5.05765021e-01
-5.38035274e-01, 1.79367885e-01, -5.05765021e-01
7.46679783e-01, 1.08058691e+00, -5.05765021e-01
5.29986441e-01, 7.27183878e-01, -5.05765021e-01
-9.02678296e-02, 3.22904319e-01, -5.05765021e-01
-1.10066421e-01, 2.99838781e-01, -5.05765021e-01
-1.20967902e-01, 3.23892027e-01, -5.05765021e-01
-5.33666849e-01, 8.63172472e-01, -5.05765021e-01
-4.98924822e-01, 8.18307638e-01, -5.05765021e-01
5.50413728e-01, 2.56800234e-01, -5.05765021e-01
2.01466665e-01, 8.94964933e-01, -5.05765021e-01
-4.20400202e-01, 5.15005291e-01, -5.05765021e-01
-4.50686455e-01, 5.17853737e-01, -5.05765021e-01
-4.34472024e-01, 5.40632546e-01, -5.05765021e-01
3.43729407e-01, 4.91567463e-01, -5.05765021e-01
5.48031271e-01, 4.88023400e-01, -5.05765021e-01
-4.89876300e-01, 3.78530025e-01, -5.05765021e-01
2.65249491e-01, 6.86346531e-01, -5.05765021e-01
-2.65749115e-02, 7.00726032e-01, -5.05765021e-01
-3.66111957e-02, 7.25476444e-01, -5.05765021e-01
-7.28101889e-03, 7.24430621e-01, -5.05765021e-01
-7.61915267e-01, 3.60137880e-01, -5.05765021e-01
6.95096910e-01, 5.61872721e-01, -5.05765021e-01
7.15921044e-01, 5.49111903e-01, -5.05765021e-01
-6.85335875e-01, 8.45568299e-01, -5.05765021e-01
1.32431626e-01, 7.42330790e-01, -5.05765021e-01
1.39629424e-01, 7.18155861e-01, -5.05765021e-01
1.09905168e-01, 7.22303152e-01, -5.05765021e-01
-1.97112728e-02, 7.52751112e-01, -5.05765021e-01
9.09188390e-02, 6.95845664e-01, -5.05765021e-01
1.21956751e-01, 6.90857351e-01, -5.05765021e-01
1.88893490e-02, 1.06714332e+00, -5.05765021e-01
4.14972961e-01, 1.05777705e+00, -5.05765021e-01
4.40410078e-01, 1.05850625e+00, -5.05765021e-01
8.95764679e-03, 7.48244226e-01, -5.05765021e-01
5.98828554e-01, 1.06451690e+00, -5.05765021e-01
5.28571546e-01, 8.07280660e-01, -5.05765021e-01
1.97658897e-03, 7.72885680e-01, -5.05765021e-01
6.67261481e-01, 2.08251446e-01, -5.05765021e-01
-5.72730482e-01, 2.12950855e-01, -5.05765021e-01
5.46207130e-01, 7.51272678e-01, -5.05765021e-01
-4.32637513e-01, 1.08130789e+00, -5.05765021e-01
1.53155662e-02, 2.46765479e-01, -5.05765021e-01
3.32903624e-01, 9.03784096e-01, -5.05765021e-01
-8.52352679e-02, 7.02817619e-01, -5.05765021e-01
1.95611715e-02, 4.83163893e-01, -5.05765021e-01
-4.09864485e-01, 6.31821036e-01, -5.05765021e-01
7.63663590e-01, 6.93405449e-01, -5.05765021e-01
-4.76783961e-01, 8.78903806e-01, -5.05765021e-01
-4.59664583e-01, 9.00831878e-01, -5.05765021e-01
-4.42956358e-01, 8.80635023e-01, -5.05765021e-01
-5.81506848e-01, 9.63753760e-01, -5.05765021e-01
-1.88594937e-01, 6.82324767e-01, -5.05765021e-01
-1.63603857e-01, 6.82209551e-01, -5.05765021e-01
-1.82742968e-01, 6.58545673e-01, -5.05765021e-01
-2.21503794e-01, 6.11833632e-01, -5.05765021e-01
-2.37609074e-01, 5.90035379e-01, -5.05765021e-01
-2.46367931e-01, 6.15984321e-01, -5.05765021e-01
-5.69150746e-01, 8.58270347e-01, -5.05765021e-01
5.64513266e-01, 7.75093496e-01, -5.05765021e-01
1.21849626e-01, 2.70730883e-01, -5.05765021e-01
-1.29446954e-01, 4.63426977e-01, -5.05765021e-01
-1.46058619e-01, 4.42763805e-01, -5.05765021e-01
-4.63579506e-01, 9.80524719e-01, -5.05765021e-01
-5.10846496e-01, 6.32029772e-01, -5.05765021e-01
-5.36203325e-01, 3.51814061e-01, -5.05765021e-01
-5.30907333e-01, 3.21059644e-01, -5.05765021e-01
-5.54940820e-01, 3.30086738e-01, -5.05765021e-01
5.21086395e-01, 4.97764766e-01, -5.05765021e-01
-7.12513804e-01, 7.00795949e-01, -5.05765021e-01
-7.33499348e-01, 7.22773075e-01, -5.05765021e-01
-7.10537672e-01, 7.31158078e-01, -5.05765021e-01
-6.99346066e-01, 6.73093677e-01, -5.05765021e-01
-7.27384448e-01, 6.73012495e-01, -5.05765021e-01
3.99237216e-01, 1.02378881e+00, -5.05765021e-01
5.55262864e-01, 4.58595932e-01, -5.05765021e-01
5.27632177e-01, 4.65915442e-01, -5.05765021e-01
-5.51264100e-02, 6.28566325e-01, -5.05765021e-01
-4.50901277e-02, 6.03815854e-01, -5.05765021e-01
7.77224183e-01, 7.92745650e-02, -5.05765021e-01
7.88883030e-01, 5.44721745e-02, -5.05765021e-01
7.54583478e-01, 6.19496852e-02, -5.05765021e-01
1.55527428e-01, 5.46384454e-01, -5.05765021e-01
-3.11057061e-01, 6.41977265e-02, -5.05765021e-01
-7.47201979e-01, 7.95856655e-01, -5.05765021e-01
-7.73239911e-01, 7.81426370e-01, -5.05765021e-01
-7.71769047e-01, 8.11580062e-01, -5.05765021e-01
-4.47795421e-01, 6.69575483e-02, -5.05765021e-01
-3.82187068e-01, 9.32031393e-01, -5.05765021e-01
-3.65321159e-01, 9.08795178e-01, -5.05765021e-01
-7.78284967e-01, 7.52881765e-01, -5.05765021e-01
-8.00212383e-01, 7.72580683e-01, -5.05765021e-01
-6.02358103e-01, 9.04317856e-01, -5.05765021e-01
-3.99053007e-01, 1.03954101e+00, -5.05765021e-01
-5.83170891e-01, 1.12325311e+00, -5.05765021e-01
-5.54167747e-01, 1.12435603e+00, -5.05765021e-01
-5.72483599e-01, 1.10310721e+00, -5.05765021e-01
4.27561581e-01, 1.08496773e+00, -5.05765021e-01
-6.03764653e-01, 1.10418415e+00, -5.05765021e-01
-2.41660923e-01, 7.15414822e-01, -5.05765021e-01
-5.05574703e-01, 5.59865832e-01, -5.05765021e-01
6.95936739e-01, 7.88139760e-01, -5.05765021e-01
3.57214749e-01, 2.89464384e-01, -5.05765021e-01
3.70029420e-01, 3.10775429e-01, -5.05765021e-01
3.89326453e-01, 2.91095644e-01, -5.05765021e-01
3.64450872e-01, 5.80808461e-01, -5.05765021e-01
6.90649271e-01, 5.20515382e-01, -5.05765021e-01
3.83174688e-01, 2.43506357e-01, -5.05765021e-01
6.28153622e-01, 8.32525730e-01, -5.05765021e-01
3.93867552e-01, 5.78019679e-01, -5.05765021e-01
5.62468588e-01, 1.15913354e-01, -5.05765021e-01
5.75145245e-01, 9.19221267e-02, -5.05765021e-01
5.47522902e-01, 8.88660923e-02, -5.05765021e-01
-2.03887355e-02, 1.06797349e+00, -5.05765021e-01
4.04379696e-01, 7.97636151e-01, -5.05765021e-01
5.91841340e-01, 6.55856207e-02, -5.05765021e-01
6.06474221e-01, 9.36899781e-02, -5.05765021e-01
-4.29324090e-01, 1.04967213e+00, -5.05765021e-01
7.42094934e-01, 3.89893174e-01, -5.05765021e-01
5.32407224e-01, 8.60383689e-01, -5.05765021e-01
6.68395996e-01, 5.99292994e-01, -5.05765021e-01
6.47130549e-01, 5.82260907e-01, -5.05765021e-01
6.45905912e-01, 6.08216345e-01, -5.05765021e-01
3.71805042e-01, 8.75024796e-01, -5.05765021e-01
3.01659197e-01, 8.55154753e-01, -5.05765021e-01
2.92250186e-01, 6.84690535e-01, -5.05765021e-01
5.53090870e-01, 1.10797513e+00, -5.05765021e-01
7.74434984e-01, 2.69017071e-01, -5.05765021e-01
7.92752743e-01, 2.50399798e-01, -5.05765021e-01
7.69312024e-01, 2.48674944e-01, -5.05765021e-01
-4.15278614e-01, 4.30030048e-01, -5.05765021e-01
-3.47645700e-01, 9.82805252e-01, -5.05765021e-01
-4.81520733e-03, 1.78701133e-01, -5.05765021e-01
-6.16738677e-01, 5.34531951e-01, -5.05765021e-01
5.32623231e-01, 1.69051945e-01, -5.05765021e-01
1.58923328e-01, 7.41860509e-01, -5.05765021e-01
3.29496920e-01, 6.57499909e-01, -5.05765021e-01
-6.71233177e-01, 7.25476444e-01, -5.05765021e-01
-6.74774647e-01, 7.50612199e-01, -5.05765021e-01
-6.45691037e-01, 7.37016976e-01, -5.05765021e-01
5.11574924e-01, 2.17447206e-01, -5.05765021e-01
2.24954654e-02, 4.55760926e-01, -5.05765021e-01
5.16676664e-01, 9.48259890e-01, -5.05765021e-01
3.47449750e-01, 5.57801008e-01, -5.05765021e-01
-4.43407536e-01, 1.11485696e+00, -5.05765021e-01
-4.64061767e-01, 3.66682380e-01, -5.05765021e-01
-7.52518415e-01, 6.56889856e-01, -5.05765021e-01
-7.53253818e-01, 6.29263520e-01, -5.05765021e-01
-7.77652383e-01, 6.40767217e-01, -5.05765021e-01
-5.45130730e-01, 7.91274250e-01, -5.05765021e-01
2.62641698e-01, 2.41507545e-01, -5.05765021e-01
4.31190014e-01, 9.25658584e-01, -5.05765021e-01
4.55642641e-01, 9.21039641e-01, -5.05765021e-01
-6.49659276e-01, 3.46351206e-01, -5.05765021e-01
-6.47424519e-01, 3.21111947e-01, -5.05765021e-01
-5.62834501e-01, 2.86391914e-01, -5.05765021e-01
-3.87780398e-01, 1.09447300e-01, -5.05765021e-01
9.43554863e-02, 8.36872637e-01, -5.05765021e-01
-6.33964062e-01, 2.52312839e-01, -5.05765021e-01
-6.65139675e-01, 2.52805859e-01, -5.05765021e-01
-6.47613287e-01, 2.72125304e-01, -5.05765021e-01
-4.49764371e-01, 1.03045571e+00, -5.05765021e-01
5.28131545e-01, 9.70348179e-01, -5.05765021e-01
3.40009063e-01, 8.26918304e-01, -5.05765021e-01
4.14502501e-01, 7.72537112e-01, -5.05765021e-01
-7.75894344e-01, 7.20995784e-01, -5.05765021e-01
-7.52162218e-01, 7.38197803e-01, -5.05765021e-01
-3.04142237e-02, 3.20885360e-01, -5.05765021e-01
-5.59050888e-02, 7.01771796e-01, -5.05765021e-01
-8.00047457e-01, 7.30427623e-01, -5.05765021e-01
1.19610928e-01, 3.62717092e-01, -5.05765021e-01
1.35530561e-01, 3.39361042e-01, -5.05765021e-01
1.05735332e-01, 3.40188950e-01, -5.05765021e-01
-5.21986663e-01, 8.87629613e-02, -5.05765021e-01
6.99188352e-01, 4.47876573e-01, -5.05765021e-01
1.07645564e-01, 4.76245135e-01, -5.05765021e-01
-4.19970267e-02, 1.14144051e+00, -5.05765021e-01
7.59401172e-02, 3.41016889e-01, -5.05765021e-01
4.61448915e-02, 3.41844797e-01, -5.05765021e-01
6.15670308e-02, 3.64416510e-01, -5.05765021e-01
4.49897230e-01, 5.69645226e-01, -5.05765021e-01
-2.21279282e-02, 2.45161921e-01, -5.05765021e-01
5.67280650e-01, 3.60099345e-01, -5.05765021e-01
-2.11467505e-01, 5.87083220e-01, -5.05765021e-01
1.63496733e-02, 3.42672735e-01, -5.05765021e-01
-1.34455478e-02, 3.43500644e-01, -5.05765021e-01
3.52312834e-03, 3.66115898e-01, -5.05765021e-01
6.29324913e-01, 7.41879880e-01, -5.05765021e-01
3.67132992e-01, 8.24826717e-01, -5.05765021e-01
-3.42501581e-01, 5.14792800e-01, -5.05765021e-01
-3.39497358e-01, 4.86303926e-01, -5.05765021e-01
-3.62667352e-01, 4.99858916e-01, -5.05765021e-01
4.50444251e-01, 7.42441535e-01, -5.05765021e-01
4.23965454e-01, 7.44830370e-01, -5.05765021e-01
7.25766644e-02, 5.98238349e-01, -5.05765021e-01
2.27469951e-01, 9.01749551e-01, -5.05765021e-01
3.46498042e-01, 6.80507362e-01, -5.05765021e-01
4.48504746e-01, 8.18551958e-01, -5.05765021e-01
5.79095960e-01, 4.77481008e-01, -5.05765021e-01
-7.41093934e-01, 2.47561380e-01, -5.05765021e-01
-1.56734288e-02, 6.02421463e-01, -5.05765021e-01
1.60826758e-01, 5.94055176e-01, -5.05765021e-01
5.59531152e-01, 8.56200516e-01, -5.05765021e-01
5.70043325e-01, 8.83391142e-01, -5.05765021e-01
-4.37456936e-01, 1.19962446e-01, -5.05765021e-01
-7.72542775e-01, 1.06396389e+00, -5.05765021e-01
-7.42498338e-01, 1.07055533e+00, -5.05765021e-01
-7.46716201e-01, 1.04218829e+00, -5.05765021e-01
7.91142881e-01, 2.82390028e-01, -5.05765021e-01
2.47249097e-01, 1.07006514e+00, -5.05765021e-01
2.72575736e-01, 1.07953179e+00, -5.05765021e-01
2.68524855e-01, 1.05267882e+00, -5.05765021e-01
6.27054155e-01, 1.07271564e+00, -5.05765021e-01
5.62743187e-01, 6.53197765e-02, -5.05765021e-01
-3.88151526e-01, 7.45542586e-01, -5.05765021e-01
-4.08971459e-01, 7.28740335e-01, -5.05765021e-01
-4.17384386e-01, 7.59987593e-01, -5.05765021e-01
-4.82433826e-01, 8.45903635e-01, -5.05765021e-01
-4.38495189e-01, 7.39071727e-01, -5.05765021e-01
-4.28599387e-01, 7.11144507e-01, -5.05765021e-01
-4.01682049e-01, 6.99641526e-01, -5.05765021e-01
5.90055883e-01, 1.18964471e-01, -5.05765021e-01
7.69700170e-01, 3.97549152e-01, -5.05765021e-01
5.90861797e-01, 3.51619840e-01, -5.05765021e-01
6.04759336e-01, 3.24937820e-01, -5.05765021e-01
-4.55993086e-01, 7.19226480e-01, -5.05765021e-01
3.12885135e-01, 8.29009891e-01, -5.05765021e-01
-5.57536632e-02, 1.06823504e+00, -5.05765021e-01
1.84944123e-01, 5.44990063e-01, -5.05765021e-01
4.86051776e-02, 2.45074630e-01, -5.05765021e-01
5.85687570e-02, 9.06182587e-01, -5.05765021e-01
3.85527946e-02, 8.94284785e-01, -5.05765021e-01
3.97478528e-02, 9.25288200e-01, -5.05765021e-01
4.77324128e-01, 2.81392127e-01, -5.05765021e-01
5.83655000e-01, 3.03112954e-01, -5.05765021e-01
-4.72356319e-01, 1.51035354e-01, -5.05765021e-01
-5.02278745e-01, 1.56677246e-01, -5.05765021e-01
-4.79418993e-01, 1.75912350e-01, -5.05765021e-01
7.63888478e-01, 2.93287069e-01, -5.05765021e-01
-4.07699555e-01, 1.06517386e+00, -5.05765021e-01
-4.15450186e-01, 1.10921860e+00, -5.05765021e-01
7.65829265e-01, 5.96735001e-01, -5.05765021e-01
5.11278212e-01, 5.24877369e-01, -5.05765021e-01
-6.30655408e-01, 8.68575752e-01, -5.05765021e-01
-6.24928176e-01, 8.96926522e-01, -5.05765021e-01
4.59904999e-01, 5.43190718e-01, -5.05765021e-01
4.45214480e-01, 5.21774054e-01, -5.05765021e-01
4.33138013e-01, 5.48367918e-01, -5.05765021e-01
5.55648565e-01, 2.31905848e-01, -5.05765021e-01
5.36378503e-01, 6.27760440e-02, -5.05765021e-01
-4.06526148e-01, 3.18750203e-01, -5.05765021e-01
1.61375895e-01, 4.56704408e-01, -5.05765021e-01
1.82582945e-01, 4.53252822e-01, -5.05765021e-01
1.65964097e-01, 4.33894604e-01, -5.05765021e-01
3.98701847e-01, 1.08575201e+00, -5.05765021e-01
-3.82489920e-01, 3.96595061e-01, -5.05765021e-01
-3.55745852e-01, 3.77815783e-01, -5.05765021e-01
-3.86805862e-01, 3.65483344e-01, -5.05765021e-01
-6.20442629e-01, 2.79703200e-01, -5.05765021e-01
-5.78778744e-01, 1.06269431e+00, -5.05765021e-01
-5.90726733e-01, 1.03979003e+00, -5.05765021e-01
-6.02711141e-01, 1.06043053e+00, -5.05765021e-01
-6.51626959e-02, 6.53316736e-01, -5.05765021e-01
9.05889794e-02, 3.63566786e-01, -5.05765021e-01
-6.69798434e-01, 2.80495375e-01, -5.05765021e-01
-1.56960100e-01, 4.66817021e-01, -5.05765021e-01
-1.75475314e-01, 4.44158196e-01, -5.05765021e-01
-1.86376795e-01, 4.68211412e-01, -5.05765021e-01
1.84710696e-01, 7.41613626e-01, -5.05765021e-01
1.75365791e-01, 7.64492035e-01, -5.05765021e-01
5.93576133e-01, 6.97125077e-01, -5.05765021e-01
2.44621083e-01, 1.74866557e-01, -5.05765021e-01
3.62906545e-01, 1.11539578e+00, -5.05765021e-01
3.72593731e-01, 1.08725047e+00, -5.05765021e-01
1.57971606e-01, 8.15763235e-01, -5.05765021e-01
1.28554910e-01, 8.17157626e-01, -5.05765021e-01
1.45221025e-01, 8.38976979e-01, -5.05765021e-01
-9.36997235e-02, 7.24299014e-01, -5.05765021e-01
-1.03836998e-01, 6.06256068e-01, -5.05765021e-01
-1.92087099e-01, 6.10439241e-01, -5.05765021e-01
2.00366259e-01, 5.67561746e-01, -5.05765021e-01
2.19660148e-01, 5.91266394e-01, -5.05765021e-01
2.32669517e-01, 5.66709578e-01, -5.05765021e-01
-2.17077851e-01, 9.25080478e-01, -5.05765021e-01
-4.19354111e-01, 4.56061423e-01, -5.05765021e-01
9.27536166e-04, 3.20101023e-01, -5.05765021e-01
1.41532868e-01, 5.70350528e-01, -5.05765021e-01
1.14049338e-01, 5.73063016e-01, -5.05765021e-01
1.30065009e-01, 5.99231720e-01, -5.05765021e-01
5.51160395e-01, 3.73448171e-02, -5.05765021e-01
5.01447618e-01, 8.11463833e-01, -5.05765021e-01
3.87330443e-01, 9.95227396e-01, -5.05765021e-01
3.08040023e-01, 9.05701399e-01, -5.05765021e-01
6.97373271e-01, 1.02361453e+00, -5.05765021e-01
3.41781795e-01, 7.79636949e-02, -5.05765021e-01
3.23356509e-01, 5.82223423e-02, -5.05765021e-01
3.12643975e-01, 8.41513053e-02, -5.05765021e-01
-5.14055729e-01, 5.86092696e-02, -5.05765021e-01
1.97731018e-01, 4.74079490e-01, -5.05765021e-01
-4.68053818e-01, 1.00951540e+00, -5.05765021e-01
5.19753754e-01, 8.35284650e-01, -5.05765021e-01
4.92629796e-01, 8.39467824e-01, -5.05765021e-01
-5.73690236e-02, 2.49762520e-01, -5.05765021e-01
6.97162390e-01, 2.45457575e-01, -5.05765021e-01
-5.20342827e-01, 1.32163361e-01, -5.05765021e-01
-2.47280359e-01, 9.98155832e-01, -5.05765021e-01
-3.20731044e-01, 3.71487290e-02, -5.05765021e-01
-3.11168134e-01, 5.56493282e-01, -5.05765021e-01
-3.26194555e-01, 5.34552813e-01, -5.05765021e-01
-3.35683793e-01, 5.58369637e-01, -5.05765021e-01
3.07227559e-02, 3.19273114e-01, -5.05765021e-01
-1.82434723e-01, 1.74245626e-01, -5.05765021e-01
-3.02265316e-01, 5.30439436e-01, -5.05765021e-01
5.96728146e-01, 5.03731310e-01, -5.05765021e-01
-7.17526153e-02, 3.45563173e-01, -5.05765021e-01
-7.04456747e-01, 4.20104951e-01, -5.05765021e-01
-5.29799998e-01, 5.50650179e-01, -5.05765021e-01
4.56746258e-02, 8.51743281e-01, -5.05765021e-01
7.66590983e-02, 8.57736528e-01, -5.05765021e-01
-5.95677570e-02, 3.21916640e-01, -5.05765021e-01
7.91321516e-01, 7.96688199e-01, -5.05765021e-01
6.22944176e-01, 6.51470050e-02, -5.05765021e-01
2.40760118e-01, 1.04496610e+00, -5.05765021e-01
1.06112413e-01, 8.63838673e-01, -5.05765021e-01
3.21126133e-01, 9.30451810e-01, -5.05765021e-01
3.06971699e-01, 9.55998480e-01, -5.05765021e-01
3.31045538e-01, 9.52357292e-01, -5.05765021e-01
4.11056906e-01, 1.55145004e-01, -5.05765021e-01
4.26666796e-01, 1.33415639e-01, -5.05765021e-01
4.22082469e-02, 6.73535407e-01, -5.05765021e-01
5.60678244e-01, 1.13813603e+00, -5.05765021e-01
-4.89158273e-01, 6.14767492e-01, -5.05765021e-01
-3.57615016e-02, 5.33861697e-01, -5.05765021e-01
4.67445374e-01, 7.65448928e-01, -5.05765021e-01
2.52901793e-01, 1.09771168e+00, -5.05765021e-01
6.02752388e-01, 1.42815739e-01, -5.05765021e-01
4.84446466e-01, 7.88456380e-01, -5.05765021e-01
6.30455673e-01, 8.61429513e-01, -5.05765021e-01
5.64158738e-01, 2.81319737e-01, -5.05765021e-01
6.76679790e-01, 6.78988576e-01, -5.05765021e-01
3.56015205e-01, 5.34793556e-01, -5.05765021e-01
3.75226170e-01, 5.56900442e-01, -5.05765021e-01
7.45160520e-01, 1.02577150e+00, -5.05765021e-01
6.31899476e-01, 2.56307662e-01, -5.05765021e-01
-7.63237402e-02, 4.15921777e-01, -5.05765021e-01
5.84665120e-01, 3.80190551e-01, -5.05765021e-01
4.88817543e-01, 1.73951492e-01, -5.05765021e-01
4.93284255e-01, 1.51844963e-01, -5.05765021e-01
-4.87422079e-01, 3.49949688e-01, -5.05765021e-01
7.90882111e-01, 6.18653059e-01, -5.05765021e-01
-4.08176422e-01, 4.04491931e-01, -5.05765021e-01
-7.68106282e-01, 5.62263966e-01, -5.05765021e-01
-7.44225442e-01, 5.43374777e-01, -5.05765021e-01
-7.71614373e-01, 5.34873307e-01, -5.05765021e-01
7.21617222e-01, 2.26996511e-01, -5.05765021e-01
-1.60247847e-01, 5.37582338e-01, -5.05765021e-01
-7.16656029e-01, 5.49260378e-01, -5.05765021e-01
-7.24432170e-01, 5.25742292e-01, -5.05765021e-01
-7.99001157e-01, 5.47299504e-01, -5.05765021e-01
-3.92933078e-02, 4.61239457e-01, -5.05765021e-01
-7.99001157e-01, 5.22200465e-01, -5.05765021e-01
-9.48389545e-02, 3.93262953e-01, -5.05765021e-01
6.84768438e-01, 3.48468155e-01, -5.05765021e-01
2.15391845e-01, 5.43624699e-01, -5.05765021e-01
-7.81857148e-02, 2.98974574e-01, -5.05765021e-01
4.75628674e-01, 8.16460371e-01, -5.05765021e-01
6.23252034e-01, 6.95677996e-01, -5.05765021e-01
6.39888763e-01, 7.17032611e-01, -5.05765021e-01
6.52664006e-01, 6.92993343e-01, -5.05765021e-01
7.42234111e-01, 1.13577843e+00, -5.05765021e-01
-6.17918313e-01, 7.47056723e-01, -5.05765021e-01
-6.23598874e-01, 7.23476708e-01, -5.05765021e-01
-4.69728298e-02, 4.14618164e-01, -5.05765021e-01
-7.07484901e-01, 3.22149038e-01, -5.05765021e-01
-7.09691167e-01, 3.86203855e-01, -5.05765021e-01
5.48107214e-02, 5.25974572e-01, -5.05765021e-01
