
[Name]
Plane 3

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Turbulence Kinetic Energy [ m^2 s^-2 ], Velocity [ m s^-1 ]
-2.00000003e-01, 4.20192987e-01, 1.27730691e+00, -1.75310946e+00, 2.34233069e+00, 2.70488281e+01
-2.00000003e-01, 4.15177226e-01, 1.26717877e+00, -1.93437338e+00, 2.42873478e+00, 2.67129784e+01
-2.00000003e-01, 4.53899413e-01, 1.33066344e+00, -1.01665461e+00, 1.55689907e+00, 2.91434345e+01
-2.00000003e-01, 4.57403511e-01, 1.32104421e+00, -1.22531557e+00, 1.50084925e+00, 2.92635803e+01
-2.00000003e-01, 4.53026205e-01, 1.32597768e+00, -1.11392510e+00, 1.54191780e+00, 2.91621304e+01
-2.00000003e-01, 4.60178226e-01, 1.28303194e+00, -1.93863392e+00, 1.77585649e+00, 2.82989750e+01
-2.00000003e-01, 4.68694866e-01, 1.22733867e+00, -2.98215222e+00, 1.43994451e+00, 2.94382954e+01
-1.99999988e-01, 4.51772153e-01, 1.23741162e+00, -2.68319058e+00, 1.72695231e+00, 2.87172966e+01
-1.99999988e-01, 4.43641037e-01, 1.31103802e+00, -1.30800080e+00, 1.76158190e+00, 2.86131897e+01
-2.00000003e-01, 4.45580214e-01, 1.32668567e+00, -1.05529046e+00, 1.72594738e+00, 2.87110252e+01
-2.00000003e-01, 3.58628452e-01, 1.41441584e+00, 0.00000000e+00, 3.06924987e+00, 2.46279888e+01
-2.00000003e-01, 3.68052393e-01, 1.41441584e+00, 0.00000000e+00, 3.01539612e+00, 2.47343121e+01
-2.00000003e-01, 3.64681780e-01, 1.40652847e+00, -3.62292320e-01, 3.07797623e+00, 2.46250401e+01
-2.00000003e-01, 3.90886426e-01, 1.38056159e+00, -1.37700486e+00, 2.87059975e+00, 2.54646740e+01
-2.00000003e-01, 3.98284525e-01, 1.38820231e+00, -1.00631690e+00, 2.76417232e+00, 2.57035275e+01
-2.00000003e-01, 4.01511818e-01, 1.38076544e+00, -1.18223453e+00, 2.72574925e+00, 2.57083664e+01
-2.00000003e-01, 3.56110334e-01, 1.37525845e+00, -1.56134963e+00, 3.05730104e+00, 2.44519234e+01
-1.99999988e-01, 3.25328529e-01, 1.37262034e+00, -1.08698773e+00, 3.00297475e+00, 2.44246693e+01
-2.00000003e-01, 3.43564570e-01, 1.38938034e+00, -9.00247753e-01, 3.03877926e+00, 2.44489517e+01
-2.00000003e-01, 3.99095595e-01, 1.36756682e+00, -1.17247725e+00, 2.82870650e+00, 2.55206566e+01
-2.00000003e-01, 3.67494285e-01, 1.35543144e+00, -1.25730395e+00, 2.99948263e+00, 2.45060215e+01
-2.00000003e-01, 3.41257989e-01, 1.35838652e+00, -1.10165262e+00, 3.05746460e+00, 2.43364964e+01
-2.00000003e-01, 4.88748193e-01, 1.41441584e+00, 0.00000000e+00, 9.68034685e-01, 3.06601505e+01
-2.00000003e-01, 4.46572959e-01, 1.41441584e+00, 0.00000000e+00, 1.83452046e+00, 2.85474186e+01
-2.00000003e-01, 4.71645325e-01, 1.38274217e+00, -5.40432513e-01, 1.16706550e+00, 3.01691608e+01
-2.00000003e-01, 4.34799820e-01, 1.41441584e+00, 0.00000000e+00, 2.03186560e+00, 2.80469170e+01
-2.00000003e-01, 4.67800647e-01, 1.37996960e+00, -5.87740958e-01, 1.20987356e+00, 3.00541878e+01
-2.00000003e-01, 4.27625865e-01, 1.41441584e+00, 0.00000000e+00, 2.13963795e+00, 2.78270912e+01
-2.00000003e-01, 4.08074766e-01, 1.38677764e+00, -1.06100786e+00, 2.62708259e+00, 2.59367867e+01
-2.00000003e-01, 4.12826180e-01, 1.37516165e+00, -1.10709977e+00, 2.55227971e+00, 2.62210865e+01
-2.00000003e-01, 4.67057437e-01, 1.37617230e+00, -6.22985482e-01, 1.24080932e+00, 2.99877701e+01
-2.00000018e-01, 4.35903251e-01, 1.40467823e+00, -1.10674806e-01, 2.02770495e+00, 2.80742702e+01
-2.00000018e-01, 4.39073563e-01, 1.36307001e+00, -3.88751090e-01, 2.05053425e+00, 2.78983631e+01
-2.00000003e-01, 4.20814902e-01, 1.34084201e+00, -9.50362325e-01, 2.32799959e+00, 2.67912064e+01
-2.00000003e-01, 4.62608904e-01, 1.32694149e+00, -1.10659349e+00, 1.46562624e+00, 2.93633213e+01
-2.00000003e-01, 5.23051739e-01, 1.33227384e+00, -1.08604264e+00, 6.81345582e-01, 3.12245255e+01
-2.00000003e-01, 5.12337089e-01, 1.29813731e+00, -1.38272464e+00, 8.28990817e-01, 3.09362679e+01
-2.00000003e-01, 5.45521855e-01, 1.30891752e+00, -1.37701678e+00, 4.73411560e-01, 3.15640087e+01
-2.00000003e-01, 5.54962158e-01, 1.32466757e+00, -1.25340760e+00, 3.58671814e-01, 3.17781734e+01
-2.00000003e-01, 4.98050153e-01, 1.27797401e+00, -1.77445519e+00, 9.11644101e-01, 3.06908665e+01
-2.00000003e-01, 5.24069190e-01, 1.27403677e+00, -1.87619734e+00, 7.32144892e-01, 3.10508213e+01
-2.00000003e-01, 4.76792634e-01, 1.22543716e+00, -3.03005314e+00, 1.38807940e+00, 2.95396614e+01
-2.00000003e-01, 5.42674124e-01, 1.23024011e+00, -3.43658733e+00, 4.98766601e-01, 3.15039120e+01
-2.00000003e-01, 5.00588834e-01, 1.33621728e+00, -8.85239720e-01, 1.03718972e+00, 3.04495277e+01
-2.00000003e-01, 5.83042443e-01, 1.26103520e+00, -2.62396836e+00, 2.31136546e-01, 3.19604759e+01
-2.00000003e-01, 5.95338345e-01, 1.26151979e+00, -2.68272018e+00, 1.43011913e-01, 3.21135902e+01
-2.00000003e-01, 5.91381133e-01, 1.26619506e+00, -2.61080050e+00, 1.51624814e-01, 3.21042290e+01
-2.00000003e-01, 5.89175463e-01, 1.26009846e+00, -2.71647358e+00, 1.67855561e-01, 3.20727348e+01
-1.99999988e-01, 5.72303355e-01, 1.32513690e+00, -1.34120858e+00, 2.18615115e-01, 3.20241547e+01
-1.99999988e-01, 5.59735298e-01, 1.31624579e+00, -1.43793368e+00, 2.94111878e-01, 3.18893070e+01
-2.00000003e-01, 6.02459431e-01, 1.32971191e+00, -1.34740186e+00, 1.19275555e-01, 3.20705872e+01
-1.99999988e-01, 5.29760957e-01, 1.41441584e+00, 0.00000000e+00, 6.37839079e-01, 3.12234459e+01
-2.00000003e-01, 5.11145830e-01, 1.37700856e+00, -7.09734738e-01, 7.71160722e-01, 3.11366692e+01
-2.00000003e-01, 5.16579807e-01, 1.37848055e+00, -6.81806982e-01, 7.28062928e-01, 3.12046757e+01
-2.00000003e-01, 5.13391733e-01, 1.37521648e+00, -7.43737340e-01, 7.59894013e-01, 3.11551819e+01
-2.00000003e-01, 5.45341671e-01, 1.41441584e+00, 0.00000000e+00, 4.40340638e-01, 3.16037579e+01
-2.00000003e-01, 5.12356102e-01, 1.37424207e+00, -7.60503471e-01, 7.66034663e-01, 3.11480999e+01
-2.00000003e-01, 4.70532835e-01, 1.37817883e+00, -6.18788481e-01, 1.19098806e+00, 3.01086636e+01
-2.00000003e-01, 5.13930202e-01, 1.37409258e+00, -7.61207223e-01, 7.55937278e-01, 3.11591587e+01
-2.00000003e-01, 5.12902737e-01, 1.37228703e+00, -7.88070202e-01, 7.66173065e-01, 3.11477795e+01
-2.00000003e-01, 4.72511649e-01, 1.37455833e+00, -6.71884537e-01, 1.18115222e+00, 3.01327267e+01
-2.00000018e-01, 5.19437551e-01, 1.36692512e+00, -8.47110033e-01, 7.01894760e-01, 3.12510319e+01
-2.00000003e-01, 5.70311308e-01, 1.41441584e+00, 0.00000000e+00, 2.46077687e-01, 3.19200478e+01
-1.99999988e-01, 5.96760571e-01, 1.41441584e+00, 0.00000000e+00, 1.28408492e-01, 3.20263214e+01
-2.00000003e-01, 5.92346072e-01, 1.39889467e+00, -2.21200109e-01, 1.24151677e-01, 3.20609360e+01
-2.00000003e-01, 5.83229065e-01, 1.37548506e+00, -4.71185535e-01, 1.86770126e-01, 3.19442291e+01
-2.00000003e-01, 6.22054577e-01, 1.37536693e+00, -5.57705879e-01, 6.24298900e-02, 3.21179810e+01
-2.00000003e-01, 5.51838040e-01, 1.40546429e+00, -6.59938231e-02, 3.57258320e-01, 3.17590752e+01
-2.00000003e-01, 5.18618405e-01, 1.37417281e+00, -7.49802530e-01, 7.23970115e-01, 3.12031574e+01
-2.00000003e-01, 5.95160961e-01, 1.35451806e+00, -9.10333514e-01, 1.14526488e-01, 3.21004753e+01
-2.00000003e-01, 5.61492801e-01, 1.33264554e+00, -1.15346646e+00, 2.78402567e-01, 3.19194851e+01
-2.00000003e-01, 6.67786241e-01, 6.39107347e-01, -2.26456318e+01, 5.89010455e-02, 3.25509987e+01
-2.00000003e-01, 7.11426973e-01, 6.06996357e-01, -1.33031178e+01, 3.55312452e-02, 3.23254280e+01
-2.00000018e-01, 7.12155759e-01, 6.55279040e-01, -1.69010391e+01, 3.71175855e-02, 3.24147491e+01
-2.00000003e-01, 7.04676986e-01, 5.38753152e-01, -1.00994358e+01, 3.74558829e-02, 3.22457581e+01
-2.00000003e-01, 6.91483855e-01, 5.84234834e-01, -1.44288216e+01, 3.67538035e-02, 3.23961754e+01
-2.00000003e-01, 7.08317518e-01, 5.77777922e-01, -1.21510601e+01, 3.64906453e-02, 3.22942772e+01
-2.00000003e-01, 7.71069169e-01, 5.78040600e-01, -6.14487839e+00, 3.52808535e-02, 3.19807453e+01
-2.00000003e-01, 8.01155269e-01, 6.34338558e-01, -7.10880899e+00, 3.37050930e-02, 3.19679966e+01
-2.00000003e-01, 7.49983847e-01, 6.51116014e-01, -1.18623600e+01, 3.33701111e-02, 3.22029839e+01
-2.00000003e-01, 7.49408841e-01, 5.72107196e-01, -7.91032982e+00, 3.58951353e-02, 3.20797081e+01
-2.00000003e-01, 7.70062923e-01, 5.68777323e-01, -5.61241293e+00, 3.55825834e-02, 3.19618931e+01
-2.00000003e-01, 7.63099611e-01, 5.57659030e-01, -5.60703421e+00, 3.64967100e-02, 3.19808121e+01
-2.00000018e-01, 7.77113616e-01, 5.61147749e-01, -4.81127453e+00, 3.57087255e-02, 3.19277935e+01
-2.00000003e-01, 7.33579159e-01, 7.73587823e-01, -1.45861473e+01, 3.01469974e-02, 3.23142166e+01
-2.00000003e-01, 6.89778924e-01, 7.47665346e-01, -1.93023891e+01, 3.53565216e-02, 3.25260887e+01
-2.00000003e-01, 7.22510338e-01, 7.88841307e-01, -1.55234537e+01, 3.08466908e-02, 3.23600082e+01
-2.00000003e-01, 6.66677594e-01, 7.03193963e-01, -2.17927647e+01, 3.91248539e-02, 3.26370888e+01
-2.00000003e-01, 7.36589193e-01, 6.85384512e-01, -1.42705669e+01, 3.27711552e-02, 3.22974701e+01
-1.99999988e-01, 6.42849922e-01, 6.95403397e-01, -2.51369438e+01, 4.03773114e-02, 3.27915649e+01
-2.00000003e-01, 6.56076789e-01, 7.09539890e-01, -2.28638630e+01, 3.94213200e-02, 3.26858597e+01
-2.00000003e-01, 7.64852047e-01, 8.03504527e-01, -1.25248299e+01, 2.92474926e-02, 3.22017441e+01
-2.00000003e-01, 8.12425613e-01, 7.89319813e-01, -9.19495392e+00, 2.95002796e-02, 3.20199928e+01
-2.00000003e-01, 7.98457861e-01, 8.06812942e-01, -1.02423859e+01, 2.91473940e-02, 3.20719185e+01
-2.00000003e-01, 7.96328425e-01, 6.98680699e-01, -1.00113201e+01, 3.20065953e-02, 3.20648499e+01
-1.99999988e-01, 8.16888809e-01, 6.68889523e-01, -7.20467186e+00, 3.24542299e-02, 3.19455605e+01
-1.99999988e-01, 9.18210566e-01, 5.75010538e-01, 2.68768573e+00, 3.53951752e-02, 3.15112972e+01
-2.00000003e-01, 8.97024512e-01, 6.42155051e-01, -1.13241696e+00, 3.31833586e-02, 3.16398392e+01
-2.00000018e-01, 9.05628920e-01, 5.43727696e-01, 3.41981816e+00, 3.64076719e-02, 3.15057678e+01
-2.00000003e-01, 8.54696155e-01, 5.97086966e-01, -1.20699310e+00, 3.46226282e-02, 3.16904755e+01
-2.00000003e-01, 9.18442369e-01, 5.44400930e-01, 3.93890715e+00, 3.63900401e-02, 3.14774590e+01
-2.00000003e-01, 9.93374228e-01, 7.07553744e-01, 4.41410154e-01, 3.26109640e-02, 3.15111179e+01
-2.00000003e-01, 9.20882702e-01, 6.55773878e-01, -4.21051204e-01, 3.27108018e-02, 3.15877361e+01
-2.00000003e-01, 9.89149392e-01, 7.08560467e-01, 2.44584978e-01, 3.25450413e-02, 3.15208549e+01
-2.00000003e-01, 8.98977041e-01, 6.83896899e-01, -2.27564836e+00, 3.19607258e-02, 3.16683064e+01
-2.00000003e-01, 9.93415177e-01, 7.08989978e-01, 4.14151311e-01, 3.25608291e-02, 3.15117092e+01
-2.00000003e-01, 8.05834949e-01, 8.11664343e-01, -9.89137268e+00, 2.90288404e-02, 3.20530128e+01
-2.00000003e-01, 8.15473080e-01, 8.16196918e-01, -9.37773418e+00, 2.88904663e-02, 3.20207634e+01
-2.00000003e-01, 8.76371562e-01, 7.50022650e-01, -4.61959839e+00, 3.01440042e-02, 3.17527313e+01
-2.00000003e-01, 8.97427440e-01, 7.36877084e-01, -3.77983093e+00, 3.04494090e-02, 3.17095699e+01
-2.00000003e-01, 8.63026619e-01, 7.13266432e-01, -4.94764471e+00, 3.10112238e-02, 3.17875099e+01
-2.00000003e-01, 8.50227773e-01, 6.57366633e-01, -3.92623901e+00, 3.26241925e-02, 3.17764854e+01
-2.00000003e-01, 8.47400665e-01, 6.26574159e-01, -2.89891481e+00, 3.36672664e-02, 3.17451191e+01
-2.00000003e-01, 7.87020564e-01, 5.79198897e-01, -4.92431545e+00, 3.51708047e-02, 3.19119930e+01
-2.00000003e-01, 8.48124206e-01, 5.48806250e-01, 4.14152324e-01, 3.60561833e-02, 3.16613388e+01
-2.00000003e-01, 9.23524618e-01, 6.34674072e-01, 5.88115871e-01, 3.34116966e-02, 3.15576191e+01
-2.00000018e-01, 6.70933366e-01, 7.73943543e-01, -1.97717705e+01, 3.58445793e-02, 3.25714417e+01
-2.00000003e-01, 6.95733488e-01, 8.45228851e-01, -1.59378662e+01, 3.04873213e-02, 3.24317513e+01
-2.00000003e-01, 6.94115222e-01, 8.47755611e-01, -1.60506001e+01, 3.23745050e-02, 3.24279175e+01
-2.00000003e-01, 6.96166694e-01, 8.49545121e-01, -1.57501907e+01, 3.05042900e-02, 3.24244881e+01
-2.00000003e-01, 6.86328769e-01, 8.51384044e-01, -1.62948551e+01, 3.55525203e-02, 3.24401588e+01
-2.00000003e-01, 7.26315558e-01, 7.99906373e-01, -1.48042011e+01, 3.09384670e-02, 3.23274307e+01
-2.00000018e-01, 7.16465235e-01, 8.42652738e-01, -1.46898308e+01, 2.99079623e-02, 3.23584328e+01
-2.00000003e-01, 7.97538638e-01, 8.18134189e-01, -1.02826338e+01, 2.88821757e-02, 3.20757179e+01
-2.00000003e-01, 7.81048000e-01, 8.77912283e-01, -9.67949581e+00, 2.75093727e-02, 3.20802956e+01
-2.00000003e-01, 7.55976915e-01, 9.25943673e-01, -9.85820293e+00, 2.78995074e-02, 3.21148643e+01
-2.00000003e-01, 7.70133853e-01, 9.28298116e-01, -9.01776695e+00, 2.63337027e-02, 3.20677185e+01
-1.99999988e-01, 6.79094791e-01, 9.51417923e-01, -1.21386566e+01, 3.29358056e-02, 3.23280411e+01
-2.00000003e-01, 6.96214497e-01, 8.53522301e-01, -1.55749683e+01, 3.03845052e-02, 3.24191513e+01
-2.00000018e-01, 7.53883064e-01, 9.36356127e-01, -9.49464607e+00, 2.75973454e-02, 3.21087227e+01
-2.00000018e-01, 7.06759572e-01, 9.92586851e-01, -9.44744110e+00, 2.92212814e-02, 3.22012329e+01
-2.00000003e-01, 7.69408226e-01, 9.38692689e-01, -8.86216068e+00, 2.60950644e-02, 3.20644150e+01
-2.00000018e-01, 7.64946938e-01, 9.56460416e-01, -8.64685917e+00, 2.59268787e-02, 3.20718613e+01
-2.00000003e-01, 7.36931324e-01, 1.02147079e+00, -7.80443239e+00, 2.56699473e-02, 3.21124992e+01
-2.00000003e-01, 7.90949225e-01, 1.02623975e+00, -6.40695906e+00, 2.48870924e-02, 3.19655571e+01
-2.00000003e-01, 8.23933661e-01, 9.01236296e-01, -7.31683207e+00, 2.68565435e-02, 3.19116936e+01
-2.00000003e-01, 8.68922055e-01, 9.89158452e-01, -5.16283560e+00, 2.50300840e-02, 3.17810936e+01
-2.00000003e-01, 8.90489221e-01, 8.31442654e-01, -4.70579624e+00, 2.80779414e-02, 3.17287273e+01
-2.00000018e-01, 8.77811909e-01, 8.50883126e-01, -5.20696974e+00, 2.76546087e-02, 3.17593994e+01
-2.00000003e-01, 8.07893395e-01, 8.25018466e-01, -9.71407986e+00, 2.87087020e-02, 3.20414734e+01
-2.00000003e-01, 9.64295506e-01, 9.46909666e-01, -3.22456455e+00, 2.68293973e-02, 3.16298885e+01
-2.00000003e-01, 9.19373810e-01, 9.23616111e-01, -3.99754405e+00, 2.62145214e-02, 3.16710091e+01
-2.00000003e-01, 8.80945563e-01, 9.88229871e-01, -4.72904491e+00, 2.49960907e-02, 3.17480049e+01
-2.00000003e-01, 8.62003148e-01, 1.00463414e+00, -5.07195330e+00, 2.48222277e-02, 3.17942886e+01
-2.00000003e-01, 8.72506022e-01, 9.97866690e-01, -4.91270542e+00, 2.48339698e-02, 3.17674484e+01
-2.00000003e-01, 8.93257558e-01, 9.16725457e-01, -4.69465923e+00, 2.62730308e-02, 3.17193661e+01
-2.00000003e-01, 9.02514100e-01, 8.62838387e-01, -4.53879404e+00, 2.74806879e-02, 3.17126446e+01
-2.00000003e-01, 8.79929006e-01, 9.99497533e-01, -4.71442556e+00, 2.47600414e-02, 3.17502403e+01
-1.99999988e-01, 9.79497015e-01, 9.69416022e-01, -2.85815930e+00, 2.65673324e-02, 3.16105499e+01
-2.00000003e-01, 9.12644386e-01, 8.06927919e-01, -3.74532318e+00, 2.86681373e-02, 3.16827164e+01
-2.00000003e-01, 9.50044394e-01, 7.62808561e-01, -1.89617622e+00, 2.96792574e-02, 3.15922947e+01
-2.00000003e-01, 9.84467685e-01, 5.92717230e-01, 4.17681313e+00, 3.51217017e-02, 3.14176502e+01
-2.00000003e-01, 9.73216057e-01, 6.07208133e-01, 3.22683859e+00, 3.45863551e-02, 3.14509182e+01
-2.00000003e-01, 9.85586047e-01, 6.17531955e-01, 3.17906380e+00, 3.42094675e-02, 3.14432316e+01
-2.00000003e-01, 9.27101612e-01, 5.38543463e-01, 4.45811510e+00, 3.66269536e-02, 3.14572105e+01
-2.00000003e-01, 9.52844441e-01, 6.30190372e-01, 1.60915792e+00, 3.37525085e-02, 3.15114708e+01
-2.00000003e-01, 9.90201354e-01, 5.32867789e-01, 6.91659260e+00, 3.71652804e-02, 3.13412151e+01
-2.00000003e-01, 1.04584169e+00, 6.36811554e-01, 3.70397997e+00, 6.02656603e-02, 3.14298267e+01
-2.00000003e-01, 1.02762997e+00, 6.34011388e-01, 3.39533138e+00, 5.35341874e-02, 3.14393654e+01
-2.00000003e-01, 1.00365603e+00, 6.00230217e-01, 4.15807629e+00, 3.94170135e-02, 3.14157505e+01
-2.00000018e-01, 1.04038012e+00, 5.78940392e-01, 5.82682419e+00, 4.82869260e-02, 3.13640366e+01
-2.00000003e-01, 1.04709923e+00, 6.43355846e-01, 3.46404123e+00, 6.34986833e-02, 3.14361591e+01
-2.00000003e-01, 1.03967357e+00, 5.16397655e-01, 8.50871658e+00, 4.95876744e-02, 3.13109627e+01
-1.99999988e-01, 1.04525185e+00, 5.18441260e-01, 8.53828716e+00, 5.09256981e-02, 3.13102207e+01
-1.99999988e-01, 1.01820219e+00, 5.58871448e-01, 6.22427559e+00, 4.32491452e-02, 3.13567905e+01
-2.00000003e-01, 9.93588567e-01, 7.02708006e-01, 6.14324093e-01, 3.27227712e-02, 3.15065002e+01
-2.00000003e-01, 9.94278967e-01, 7.07600713e-01, 4.71639723e-01, 3.26225571e-02, 3.15097866e+01
-2.00000003e-01, 1.06070805e+00, 7.32661009e-01, 1.17905366e+00, 9.19325724e-02, 3.15056515e+01
-2.00000003e-01, 9.95820880e-01, 7.07514703e-01, 5.03745258e-01, 3.34207267e-02, 3.15094032e+01
-2.00000003e-01, 9.94840324e-01, 7.08644092e-01, 4.57836032e-01, 3.27736214e-02, 3.15102539e+01
-2.00000003e-01, 1.05901396e+00, 7.41092324e-01, 9.46448743e-01, 9.18323547e-02, 3.15105133e+01
-2.00000003e-01, 1.04773605e+00, 6.52467132e-01, 3.18077445e+00, 6.15991428e-02, 3.14460449e+01
-2.00000003e-01, 1.04209757e+00, 6.47843719e-01, 3.21449161e+00, 5.88037707e-02, 3.14426556e+01
-2.00000003e-01, 1.04950118e+00, 6.90937698e-01, 1.97683573e+00, 5.76042682e-02, 3.14732132e+01
-2.00000003e-01, 1.13717663e+00, 5.84876239e-01, 6.68156958e+00, 1.61177909e+00, 3.05388565e+01
-2.00000003e-01, 1.13712668e+00, 5.86301446e-01, 6.61311388e+00, 1.61243749e+00, 3.05427265e+01
-2.00000003e-01, 1.13723922e+00, 5.86323798e-01, 6.61441422e+00, 1.61670184e+00, 3.05401230e+01
-2.00000018e-01, 1.12980986e+00, 5.25449872e-01, 9.38197613e+00, 1.31056869e+00, 3.05614185e+01
-2.00000003e-01, 1.09420896e+00, 5.30652761e-01, 8.55493546e+00, 2.86835045e-01, 3.12647724e+01
-2.00000003e-01, 1.13463342e+00, 5.22464395e-01, 9.54093266e+00, 1.45330048e+00, 3.04834595e+01
-2.00000003e-01, 1.13464987e+00, 5.27608573e-01, 9.34006310e+00, 1.47229350e+00, 3.04693890e+01
-2.00000003e-01, 1.13699818e+00, 5.86533725e-01, 6.60255432e+00, 1.60808063e+00, 3.05455589e+01
-2.00000003e-01, 1.09228873e+00, 5.65925419e-01, 6.95324516e+00, 2.65404314e-01, 3.13235188e+01
-2.00000003e-01, 1.09338188e+00, 5.94411612e-01, 5.83432245e+00, 2.50574708e-01, 3.13617172e+01
-2.00000003e-01, 1.10569930e+00, 6.09266996e-01, 5.28327036e+00, 6.15578532e-01, 3.11351109e+01
-2.00000003e-01, 1.12815356e+00, 5.33992946e-01, 8.97412205e+00, 1.27095675e+00, 3.05990753e+01
-1.99999988e-01, 1.09623027e+00, 6.25603020e-01, 4.58817005e+00, 2.74760276e-01, 3.13883915e+01
-2.00000003e-01, 1.05698860e+00, 6.28093839e-01, 4.17877007e+00, 9.42459181e-02, 3.14196873e+01
-2.00000003e-01, 1.05703962e+00, 6.46630526e-01, 3.42530560e+00, 1.01030678e-01, 3.14367485e+01
-2.00000003e-01, 1.05301368e+00, 5.25130749e-01, 8.34710217e+00, 7.53972828e-02, 3.13160477e+01
-2.00000003e-01, 1.06895411e+00, 5.79606712e-01, 6.17159843e+00, 1.33662909e-01, 3.13642368e+01
-2.00000003e-01, 1.13724732e+00, 5.86427212e-01, 6.60959911e+00, 1.61644876e+00, 3.05406761e+01
-2.00000003e-01, 1.17067599e+00, 5.51057637e-01, 8.76429844e+00, 2.68214202e+00, 1.01159930e+00
-2.00000003e-01, 1.13742065e+00, 5.86390197e-01, 6.61264324e+00, 1.62201786e+00, 3.03897228e+01
-2.00000003e-01, 1.17196476e+00, 5.52997530e-01, 8.67516232e+00, 2.71722722e+00, 0.00000000e+00
-2.00000003e-01, 1.16205502e+00, 5.44608057e-01, 8.94090652e+00, 2.37736630e+00, 8.04448223e+00
-2.00000003e-01, 1.17196476e+00, 5.49844027e-01, 8.77637196e+00, 2.70521379e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 5.51163018e-01, 8.72497940e+00, 2.70933557e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 5.20853460e-01, 8.83827496e+00, 2.75361919e+00, 0.00000000e+00
-2.00000018e-01, 1.13941455e+00, 5.25416493e-01, 9.33225346e+00, 1.64041066e+00, 2.64235363e+01
-2.00000018e-01, 1.17196476e+00, 5.81808984e-01, 6.76432610e+00, 2.71458578e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 6.11050904e-01, 5.80044794e+00, 2.78011465e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 6.17674351e-01, 5.52273035e+00, 2.79143381e+00, 0.00000000e+00
-2.00000003e-01, 1.13734484e+00, 5.86483359e-01, 6.60825062e+00, 1.61972654e+00, 3.04564533e+01
-1.99999988e-01, 1.10547364e+00, 7.04075575e-01, 2.43228769e+00, 5.91513872e-01, 3.13130169e+01
-2.00000003e-01, 1.13095653e+00, 7.13836193e-01, 2.51882696e+00, 1.33795547e+00, 3.09230919e+01
-2.00000003e-01, 1.13561869e+00, 6.50169432e-01, 3.97101498e+00, 1.55760610e+00, 3.06079845e+01
-2.00000003e-01, 1.12907672e+00, 6.55301809e-01, 3.78117919e+00, 1.35628223e+00, 3.07365303e+01
-1.99999988e-01, 1.13493454e+00, 6.47772014e-01, 4.04775858e+00, 1.53487015e+00, 3.06223106e+01
-2.00000003e-01, 1.12571514e+00, 7.29731202e-01, 1.96494150e+00, 1.17699504e+00, 3.10558071e+01
-2.00000003e-01, 1.10682130e+00, 6.51308537e-01, 3.87902498e+00, 5.78970671e-01, 3.12236671e+01
-2.00000018e-01, 1.09359992e+00, 6.85307980e-01, 2.69803476e+00, 2.27419972e-01, 3.14537373e+01
-2.00000018e-01, 1.09241128e+00, 7.00034380e-01, 2.33567810e+00, 2.20438600e-01, 3.14611874e+01
-2.00000003e-01, 1.07898283e+00, 7.34711349e-01, 1.38025475e+00, 3.92843366e-01, 3.13918762e+01
-2.00000003e-01, 1.06500614e+00, 7.38419831e-01, 1.09979129e+00, 1.10367030e-01, 3.15045700e+01
-2.00000003e-01, 1.13720012e+00, 5.86569667e-01, 6.60464430e+00, 1.61441278e+00, 3.05417309e+01
-2.00000003e-01, 1.13168132e+00, 6.43813729e-01, 4.15305424e+00, 1.43328893e+00, 3.06819096e+01
-2.00000003e-01, 1.08327901e+00, 6.95354581e-01, 2.32889819e+00, 1.82021156e-01, 3.14671516e+01
-2.00000003e-01, 1.17196476e+00, 7.08421707e-01, 3.67393780e+00, 2.92305350e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 6.98383331e-01, 4.05624485e+00, 2.92895913e+00, 0.00000000e+00
-2.00000018e-01, 1.16305447e+00, 7.02463210e-01, 3.78052306e+00, 2.58170795e+00, 6.60367441e+00
-2.00000003e-01, 1.17196476e+00, 7.44699359e-01, 2.10428762e+00, 2.87453699e+00, 0.00000000e+00
-2.00000003e-01, 1.14420640e+00, 7.23886967e-01, 2.53368783e+00, 1.81415081e+00, 2.05724487e+01
-2.00000003e-01, 1.17196476e+00, 6.91815972e-01, 4.35343313e+00, 2.90616465e+00, 0.00000000e+00
-2.00000003e-01, 1.16877830e+00, 6.95677161e-01, 4.08859015e+00, 2.81163359e+00, 2.89088011e+00
-2.00000018e-01, 1.17196476e+00, 6.24486208e-01, 5.18579435e+00, 2.77049589e+00, 0.00000000e+00
-2.00000003e-01, 1.17196476e+00, 6.55086040e-01, 4.59900570e+00, 2.76822805e+00, 0.00000000e+00
-2.00000018e-01, 1.13829994e+00, 6.48306370e-01, 4.00927973e+00, 1.64742863e+00, 2.84344673e+01
-2.00000003e-01, 1.14537430e+00, 6.61310911e-01, 4.05578375e+00, 1.92644143e+00, 2.24592266e+01
-2.00000003e-01, 1.13749003e+00, 6.46208346e-01, 4.11309528e+00, 1.62861907e+00, 2.91185760e+01
-1.99999988e-01, 1.02256346e+00, 8.06335807e-01, -9.70248461e-01, 4.19003032e-02, 3.15511665e+01
